time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,version,establishment_type,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp,t_p8eng,avg_p8eng,p8eng_ci_low,p8eng_ci_upp,t_p8mat,avg_p8mat,p8mat_ci_low,p8mat_ci_upp,t_p8ebac,avg_p8ebac,p8ebac_ci_low,p8ebac_ci_upp,t_p8open,avg_p8open,p8open_ci_low,p8open_ci_upp,t_entry_1,pt_entry_1,t_anypass,pt_anypass,t_ebaceng_e,pt_ebaceng_e,t_ebacmat_e,pt_ebacmat_e,t_ebac2sci_e,pt_ebac2sci_e,t_ebachum_e,pt_ebachum_e,t_ebaclan_e,pt_ebaclan_e,t_ebaceng_95,pt_ebaceng_95,t_ebacmat_95,pt_ebacmat_95,t_ebac2sci_95,pt_ebac2sci_95,t_ebachum_95,pt_ebachum_95,t_ebaclan_95,pt_ebaclan_95,t_ebaceng_94,pt_ebaceng_94,t_ebacmat_94,pt_ebacmat_94,t_ebac2sci_94,pt_ebac2sci_94,t_ebachum_94,pt_ebachum_94,t_ebaclan_94,pt_ebaclan_94,t_ebptseng_ll,avg_ebptseng_ll,t_ebptsmat,avg_ebptsmat,t_ebptssci,avg_ebptssci,t_ebptshum,avg_ebptshum,t_ebptslan,avg_ebptslan,t_att8_eng,avg_att8_eng,t_att8_mat,avg_att8_mat,t_att8_ebac,avg_att8_ebac,t_att8_open,avg_att8_open,t_att8_open_g,avg_att8_open_g,t_att8_open_ng,avg_att8_open_ng,t_ebac_fill,avg_ebac_fill,t_open_fill,avg_open_fill
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Provisional,Alternative provision,3,66,339,5.1,30,45.5,1,1.5,2,3,0,0,0,0,0,0,22.86,0.35,58,-170.548,-2.94,-3.3,-2.58,-174.79,-3.01,-3.43,-2.59,-137.445,-2.37,-2.75,-1.99,-162.643,-2.8,-3.22,-2.38,-197.681,-3.41,-3.83,-2.99,41,62.1,35,53,5,7.6,38,57.6,8,12.1,0,0,0,0,3,4.5,1,1.5,1,12.5,0,z,0,z,4,6.1,2,3,2,25,0,z,0,z,24,0.36,56,0.85,28.5,0.43,0,0,0,0,106,1.6,112,1.7,76,1.2,45,0.7,41,0.6,4,0.1,25,0.4,15,0.2
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Provisional,Alternative provision,2,35,97,2.8,13,37.1,1,2.9,1,2.9,0,0,0,0,0,0,4.17,0.12,26,-87.382,-3.36,-3.9,-2.82,-89.875,-3.46,-4.09,-2.83,-69.395,-2.67,-3.24,-2.1,-86.23,-3.32,-3.94,-2.69,-98.859,-3.8,-4.43,-3.18,16,45.7,15,42.9,0,0,15,42.9,0,0,0,0,0,0,0,0,1,2.9,0,z,0,z,0,z,0,0,1,2.9,0,z,0,z,0,z,0,0,25,0.71,0,0,0,0,0,0,33,0.9,50,1.4,12,0.3,2,0.1,2,0.1,0,0,4,0.1,1,0
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Provisional,Alternative provision,2,29,151,5.2,18,62.1,0,0,1,3.4,0,0,0,0,0,0,12.52,0.43,23,-62.045,-2.7,-3.28,-2.12,-64.74,-2.81,-3.48,-2.15,-47.135,-2.05,-2.66,-1.44,-58.592,-2.55,-3.22,-1.88,-73.637,-3.2,-3.86,-2.54,22,75.9,19,65.5,9,31,18,62.1,12,41.4,0,0,0,0,0,0,0,0,0,0,0,z,0,z,1,3.4,1,3.4,0,0,0,z,0,z,18,0.62,26,0.9,15.5,0.53,0,0,0,0,50,1.7,52,1.8,33,1.1,16,0.6,16,0.6,0,0,17,0.6,8,0.3
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Provisional,Alternative provision,2,22,86,3.9,3,13.6,0,0,0,0,0,0,0,0,0,0,7.16,0.33,18,-45.873,-2.55,-3.2,-1.9,-54.465,-3.03,-3.78,-2.27,-35.575,-1.98,-2.66,-1.29,-41.644,-2.31,-3.07,-1.56,-51.254,-2.85,-3.6,-2.1,8,36.4,8,36.4,2,9.1,6,27.3,2,9.1,1,4.5,0,0,0,0,1,4.5,1,50,1,100,0,z,0,0,2,9.1,2,100,1,100,0,z,6,0.27,14,0.64,9,0.41,5,0.23,0,0,15,0.7,28,1.3,24,1.1,19,0.9,15,0.7,4,0.2,6,0.3,7,0.3
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Provisional,Alternative provision,2,15,23,1.5,3,20,0,0,0,0,0,0,0,0,0,0,0.83,0.06,12,-43.645,-3.64,-4.44,-2.84,-46.965,-3.91,-4.84,-2.99,-39,-3.25,-4.09,-2.41,-42.22,-3.52,-4.44,-2.59,-45.954,-3.83,-4.75,-2.91,6,40,6,40,0,0,4,26.7,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,0,0,0,z,0,z,0,z,0,0,5,0.33,0,0,0,0,0,0,7,0.5,10,0.7,2,0.1,4,0.3,4,0.3,0,0,2,0.1,2,0.1
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Provisional,Alternative provision,3,47,228,4.9,13,27.7,0,0,1,2.1,0,0,0,0,0,0,11.34,0.24,44,-122.264,-2.78,-3.2,-2.36,-136.9,-3.11,-3.59,-2.63,-100.665,-2.29,-2.73,-1.85,-119.64,-2.72,-3.2,-2.24,-129.541,-2.94,-3.42,-2.47,22,46.8,18,38.3,4,8.5,14,29.8,2,4.3,0,0,0,0,1,2.1,3,6.4,0,0,0,z,0,z,2,4.3,4,8.5,2,100,0,z,0,z,17,0.36,34,0.72,8.5,0.18,0,0,0,0,51,1.1,68,1.4,42,0.9,67,1.4,67,1.4,0,0,14,0.3,17,0.4
202223,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Provisional,Alternative provision,2,53,321.25,6.1,36,67.9,0,0,0,0,0,0,0,0,0,0,25.02,0.47,49,-144.531,-2.95,-3.35,-2.55,-148.545,-3.03,-3.49,-2.57,-117.29,-2.39,-2.81,-1.98,-140.233,-2.86,-3.32,-2.4,-164.326,-3.35,-3.81,-2.9,38,71.7,35,66,16,30.2,38,71.7,25,47.2,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,0,2,3.8,1,4,0,z,0,z,31,0.58,50,0.94,34.5,0.65,0,0,0,0,96,1.8,100,1.9,69,1.3,56.25,1.1,33,0.6,23.25,0.4,38,0.7,28,0.5
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Provisional,Alternative provision,2,68,1311.5,19.3,53,77.9,6,8.8,14,20.6,3,4.4,0,0,1,1.5,106.31,1.56,45,-102.772,-2.28,-2.7,-1.87,-87.915,-1.95,-2.43,-1.48,-65,-1.44,-1.88,-1.01,-109.377,-2.43,-2.91,-1.95,-131.274,-2.92,-3.39,-2.44,55,80.9,54,79.4,45,66.2,54,79.4,26,38.2,36,52.9,6,8.8,11,16.2,8,11.8,5,19.2,4,11.1,4,66.7,18,26.5,21,30.9,12,46.2,7,19.4,6,100,154,2.26,167,2.46,94.5,1.39,88,1.29,40,0.59,330,4.9,334,4.9,354,5.2,293.5,4.3,288,4.2,5.5,0.1,106,1.6,87,1.3
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Provisional,Alternative provision,3,24,325,13.5,17,70.8,3,12.5,4,16.7,0,0,0,0,0,0,16.33,0.68,21,-61.332,-2.92,-3.52,-2.32,-55.13,-2.63,-3.32,-1.93,-43,-2.05,-2.68,-1.41,-67.038,-3.19,-3.89,-2.49,-71.959,-3.43,-4.12,-2.73,19,79.2,19,79.2,11,45.8,19,79.2,1,4.2,2,8.3,1,4.2,5,20.8,3,12.5,0,0,0,0,0,0,7,29.2,5,20.8,0,0,1,50,0,0,44,1.83,48,2,1,0.04,4,0.17,0,0,96,4,96,4,62,2.6,71,3,64,2.7,7,0.3,19,0.8,21,0.9
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Provisional,Alternative provision,2,9,59,6.6,6,66.7,0,0,0,0,0,0,0,0,0,0,2,0.22,6,-16.882,-2.81,-3.94,-1.68,-17.4,-2.9,-4.21,-1.59,-9.515,-1.59,-2.78,-0.39,-17.434,-2.91,-4.21,-1.6,-20.903,-3.48,-4.78,-2.19,6,66.7,6,66.7,0,0,6,66.7,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,0,0,0,z,0,z,0,z,0,0,12,1.33,0,0,0,0,0,0,17,1.9,24,2.7,11,1.2,7,0.8,7,0.8,0,0,5,0.6,3,0.3
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Provisional,Alternative provision,3,66,311.75,4.7,18,27.3,1,1.5,2,3,0,0,0,0,0,0,15.49,0.23,29,-75.85,-2.62,-3.13,-2.1,-93.06,-3.21,-3.8,-2.61,-59.7,-2.06,-2.6,-1.52,-79.673,-2.75,-3.34,-2.15,-71.332,-2.46,-3.05,-1.87,21,31.8,20,30.3,4,6.1,19,28.8,2,3,14,21.2,0,0,0,0,2,3,1,50,0,0,0,z,1,1.5,5,7.6,2,100,0,0,0,z,12,0.18,45,0.68,9,0.14,18,0.27,0,0,51,0.8,90,1.4,58,0.9,112.75,1.7,43,0.7,69.75,1.1,24,0.4,30,0.5
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Provisional,Alternative provision,2,36,238.25,6.6,17,47.2,1,2.8,2,5.6,0,0,0,0,0,0,11.67,0.32,31,-98.254,-3.17,-3.67,-2.67,-111.48,-3.6,-4.17,-3.02,-75.435,-2.43,-2.96,-1.91,-101.317,-3.27,-3.84,-2.69,-101.588,-3.28,-3.85,-2.71,21,58.3,21,58.3,1,2.8,19,52.8,1,2.8,1,2.8,1,2.8,1,2.8,1,2.8,0,0,1,100,1,100,1,2.8,4,11.1,1,100,1,100,1,100,6,0.17,42,1.17,4.5,0.13,5,0.14,8,0.22,44,1.2,84,2.3,41,1.1,69.25,1.9,63,1.8,6.25,0.2,11,0.3,20,0.6
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Provisional,Alternative provision,3,20,48,2.4,5,25,0,0,0,0,0,0,0,0,0,0,1.83,0.09,18,-63.256,-3.51,-4.17,-2.86,-61.405,-3.41,-4.17,-2.66,-57.705,-3.21,-3.89,-2.52,-62.184,-3.45,-4.21,-2.7,-69.27,-3.85,-4.6,-3.1,9,45,9,45,1,5,5,25,1,5,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,0,0,0,0,0,0,z,0,z,2,0.1,7,0.35,1,0.05,0,0,0,0,26,1.3,14,0.7,6,0.3,2,0.1,2,0.1,0,0,3,0.2,1,0.1
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Provisional,Alternative provision,2,169,558,3.3,45,26.6,3,1.8,7,4.1,0,0,0,0,0,0,25.68,0.15,64,-215.507,-3.37,-3.71,-3.02,-228.49,-3.57,-3.97,-3.17,-169.34,-2.65,-3.01,-2.28,-225.087,-3.52,-3.92,-3.12,-228.06,-3.56,-3.96,-3.17,57,33.7,53,31.4,2,1.2,53,31.4,1,0.6,0,0,1,0.6,1,0.6,6,3.6,1,100,0,z,1,100,1,0.6,12,7.1,1,100,0,z,1,100,8,0.05,127,0.75,5,0.03,0,0,9,0.05,136,0.8,254,1.5,65,0.4,103,0.6,96,0.6,7,0,20,0.1,37,0.2
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Provisional,Alternative provision,2,102,1331,13,50,49,13,12.7,24,23.5,0,0,0,0,0,0,100.34,0.98,47,-118.777,-2.53,-2.93,-2.12,-148.795,-3.17,-3.63,-2.7,-75,-1.6,-2.02,-1.17,-105.571,-2.25,-2.71,-1.78,-141.144,-3,-3.47,-2.54,53,52,50,49,1,1,52,51,44,43.1,2,2,1,1,1,1,23,22.5,18,40.9,0,0,0,0,1,1,29,28.4,26,59.1,2,100,0,0,7,0.07,214,2.1,186.5,1.83,8,0.08,0,0,200,2,428,4.2,388,3.8,315,3.1,315,3.1,0,0,81,0.8,67,0.7
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Provisional,Alternative provision,2,42,108.5,2.6,6,14.3,0,0,1,2.4,0,0,0,0,0,0,5.68,0.14,36,-105.651,-2.93,-3.4,-2.47,-115.255,-3.2,-3.74,-2.67,-93.825,-2.61,-3.09,-2.12,-100.699,-2.8,-3.33,-2.26,-112.108,-3.11,-3.64,-2.58,15,35.7,15,35.7,2,4.8,7,16.7,4,9.5,2,4.8,0,0,0,0,1,2.4,0,0,0,0,0,z,0,0,1,2.4,1,25,0,0,0,z,5,0.12,14,0.33,7.5,0.18,0,0,0,0,31,0.7,28,0.7,19,0.5,30.5,0.7,29,0.7,1.5,0,5,0.1,10,0.2
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Provisional,Alternative provision,2,85,330,3.9,32,37.6,1,1.2,1,1.2,0,0,0,0,0,0,16.81,0.2,69,-212.653,-3.08,-3.42,-2.75,-232.115,-3.36,-3.75,-2.98,-157.935,-2.29,-2.64,-1.94,-216.555,-3.14,-3.52,-2.75,-232.282,-3.37,-3.75,-2.98,41,48.2,39,45.9,3,3.5,38,44.7,0,0,0,0,3,3.5,0,0,2,2.4,0,z,0,z,3,100,1,1.2,3,3.5,0,z,0,z,3,100,9,0.11,75,0.88,0,0,0,0,17,0.2,92,1.1,150,1.8,25,0.3,63,0.7,63,0.7,0,0,6,0.1,17,0.2
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Provisional,Alternative provision,3,57,353.75,6.2,21,36.8,0,0,2,3.5,3,5.3,0,0,0,0,21.68,0.38,27,-76.401,-2.83,-3.36,-2.3,-87.725,-3.25,-3.87,-2.63,-53.63,-1.99,-2.55,-1.42,-76.274,-2.82,-3.44,-2.21,-84.16,-3.12,-3.73,-2.51,24,42.1,24,42.1,4,7,23,40.4,6,10.5,4,7,5,8.8,1,1.8,1,1.8,0,0,1,25,1,20,1,1.8,4,7,0,0,1,25,3,60,14,0.25,54,0.95,16,0.28,13,0.23,17,0.3,72,1.3,108,1.9,81,1.4,92.75,1.6,75,1.3,17.75,0.3,30,0.5,35,0.6
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Provisional,Alternative provision,3,34,406,11.9,24,70.6,1,2.9,4,11.8,0,0,0,0,0,0,28.01,0.82,34,-103.045,-3.03,-3.51,-2.56,-98.4,-2.89,-3.44,-2.34,-84.2,-2.48,-2.98,-1.98,-111.652,-3.28,-3.83,-2.73,-110.092,-3.24,-3.78,-2.69,27,79.4,26,76.5,18,52.9,26,76.5,17,50,0,0,0,0,3,8.8,1,2.9,1,5.9,0,z,0,z,5,14.7,4,11.8,2,11.8,0,z,0,z,50,1.47,55,1.62,31.5,0.93,0,0,0,0,116,3.4,110,3.2,72,2.1,108,3.2,93,2.7,15,0.4,31,0.9,40,1.2
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Provisional,Alternative provision,2,30,307,10.2,18,60,3,10,6,20,1,3.3,0,0,0,0,24.33,0.81,23,-65.339,-2.84,-3.42,-2.26,-63.245,-2.75,-3.42,-2.08,-45.29,-1.97,-2.58,-1.36,-68.867,-2.99,-3.66,-2.33,-76.57,-3.33,-3.99,-2.67,22,73.3,20,66.7,5,16.7,19,63.3,8,26.7,3,10,3,10,2,6.7,4,13.3,1,12.5,1,33.3,2,66.7,3,10,6,20,2,25,1,33.3,2,66.7,22,0.73,48,1.6,25,0.83,12,0.4,14,0.47,81,2.7,96,3.2,68,2.3,62,2.1,62,2.1,0,0,20,0.7,17,0.6
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Provisional,Alternative provision,3,22,183,8.3,13,59.1,1,4.5,3,13.6,0,0,0,0,0,0,9.84,0.45,17,-42.812,-2.52,-3.19,-1.85,-46.69,-2.75,-3.52,-1.97,-32.795,-1.93,-2.64,-1.22,-39.093,-2.3,-3.08,-1.52,-50.619,-2.98,-3.75,-2.21,14,63.6,12,54.5,2,9.1,14,63.6,2,9.1,3,13.6,0,0,1,4.5,1,4.5,0,0,2,66.7,0,z,2,9.1,3,13.6,0,0,3,100,0,z,9,0.41,25,1.14,3.5,0.16,18,0.82,0,0,42,1.9,50,2.3,53,2.4,38,1.7,38,1.7,0,0,17,0.8,13,0.6
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Provisional,Alternative provision,2,27,199,7.4,13,48.1,1,3.7,2,7.4,0,0,0,0,0,0,12.5,0.46,19,-57.868,-3.05,-3.68,-2.41,-58.13,-3.06,-3.79,-2.32,-44.59,-2.35,-3.02,-1.68,-59.828,-3.15,-3.88,-2.41,-64.587,-3.4,-4.13,-2.67,14,51.9,14,51.9,4,14.8,13,48.1,1,3.7,4,14.8,0,0,2,7.4,1,3.7,0,0,2,50,0,z,2,7.4,3,11.1,1,100,2,50,0,z,16,0.59,35,1.3,5,0.19,14,0.52,0,0,54,2,70,2.6,35,1.3,40,1.5,40,1.5,0,0,12,0.4,11,0.4
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Provisional,Alternative provision,2,38,224,5.9,16,42.1,0,0,2,5.3,0,0,0,0,0,0,14.34,0.38,35,-126.234,-3.61,-4.07,-3.14,-123.895,-3.54,-4.08,-3,-107.085,-3.06,-3.55,-2.57,-125.491,-3.59,-4.13,-3.04,-141.304,-4.04,-4.57,-3.5,19,50,18,47.4,9,23.7,17,44.7,3,7.9,4,10.5,1,2.6,1,2.6,0,0,0,0,0,0,0,0,3,7.9,4,10.5,1,33.3,0,0,1,100,28,0.74,37,0.97,8.5,0.22,0,0,4,0.11,74,1.9,74,1.9,47,1.2,29,0.8,29,0.8,0,0,18,0.5,14,0.4
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Provisional,Alternative provision,2,50,151,3,1,2,0,0,0,0,0,0,0,0,0,0,13.17,0.26,43,-132.867,-3.09,-3.51,-2.67,-155.27,-3.61,-4.1,-3.12,-135.185,-3.14,-3.59,-2.7,-106.625,-2.48,-2.97,-1.99,-142.663,-3.32,-3.8,-2.83,17,34,15,30,0,0,1,2,4,8,4,8,1,2,0,0,0,0,3,75,1,25,1,100,0,0,0,0,4,100,3,75,1,100,0,0,3,0.06,24,0.48,19,0.38,9,0.18,17,0.3,6,0.1,94,1.9,34,0.7,34,0.7,0,0,22,0.4,6,0.1
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Provisional,Alternative provision,3,34,439,12.9,25,73.5,2,5.9,5,14.7,2,5.9,1,2.9,1,2.9,30.69,0.9,31,-83.123,-2.68,-3.18,-2.18,-80.695,-2.6,-3.18,-2.03,-54.13,-1.75,-2.27,-1.22,-92.22,-2.97,-3.55,-2.4,-94.972,-3.06,-3.63,-2.49,27,79.4,24,70.6,9,26.5,27,79.4,3,8.8,3,8.8,3,8.8,3,8.8,5,14.7,2,66.7,2,66.7,2,66.7,6,17.6,9,26.5,3,100,3,100,2,66.7,41,1.21,69,2.03,20,0.59,19,0.56,15,0.44,117,3.4,138,4.1,81,2.4,103,3,103,3,0,0,15,0.4,21,0.6
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Provisional,Alternative provision,2,23,238,10.3,16,69.6,0,0,0,0,0,0,0,0,0,0,20.83,0.91,20,-53.817,-2.69,-3.31,-2.07,-53.91,-2.7,-3.41,-1.98,-43.97,-2.2,-2.85,-1.55,-50.852,-2.54,-3.26,-1.83,-63.287,-3.16,-3.87,-2.45,16,69.6,16,69.6,14,60.9,16,69.6,16,69.6,5,21.7,0,0,1,4.3,0,0,0,0,0,0,0,z,1,4.3,0,0,0,0,0,0,0,z,32,1.39,28,1.22,30,1.3,5,0.22,0,0,68,3,56,2.4,65,2.8,49,2.1,45,2,4,0.2,33,1.4,19,0.8
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Provisional,Alternative provision,2,33,150.5,4.6,3,9.1,0,0,1,3,0,0,0,0,0,0,7.68,0.23,28,-94.42,-3.37,-3.9,-2.85,-115.63,-4.13,-4.74,-3.52,-72.545,-2.59,-3.14,-2.04,-89.531,-3.2,-3.8,-2.59,-99.753,-3.56,-4.16,-2.96,21,63.6,18,54.5,0,0,19,57.6,1,3,3,9.1,1,3,0,0,1,3,0,0,0,0,0,0,0,0,3,9.1,0,0,1,33.3,0,0,0,0,33,1,2.5,0.08,5,0.15,3,0.09,8,0.2,66,2,40,1.2,36.5,1.1,23,0.7,13.5,0.4,17,0.5,15,0.5
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Provisional,Alternative provision,2,34,104,3.1,13,38.2,0,0,1,2.9,0,0,0,0,0,0,7.17,0.21,27,-81.296,-3.01,-3.54,-2.48,-88.55,-3.28,-3.9,-2.66,-59.04,-2.19,-2.75,-1.63,-79.007,-2.93,-3.54,-2.31,-93.577,-3.47,-4.08,-2.85,14,41.2,13,38.2,0,0,13,38.2,1,2.9,0,0,1,2.9,0,0,0,0,0,0,0,z,1,100,0,0,1,2.9,1,100,0,z,1,100,0,0,27,0.79,4.5,0.13,0,0,7,0.21,25,0.7,54,1.6,16,0.5,9,0.3,9,0.3,0,0,3,0.1,1,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Provisional,Alternative provision,2,86,866.75,10.1,43,50,6,7,14,16.3,0,0,0,0,0,0,35.86,0.42,65,-142.694,-2.2,-2.54,-1.85,-170.68,-2.63,-3.02,-2.23,-59.445,-0.91,-1.28,-0.55,-199.29,-3.07,-3.46,-2.67,-122.963,-1.89,-2.29,-1.5,49,57,49,57,6,7,45,52.3,0,0,0,0,4,4.7,4,4.7,15,17.4,0,z,0,z,2,50,4,4.7,30,34.9,0,z,0,z,3,75,27,0.31,165,1.92,0,0,0,0,23,0.27,164,1.9,330,3.8,27,0.3,345.75,4,76,0.9,269.75,3.1,6,0.1,79,0.9
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Provisional,Alternative provision,2,57,707,12.4,22,38.6,4,7,8,14,2,3.5,0,0,1,1.8,67.33,1.18,24,-60.34,-2.51,-3.08,-1.95,-70.745,-2.95,-3.6,-2.29,-41.425,-1.73,-2.32,-1.13,-50.624,-2.11,-2.76,-1.46,-75.734,-3.16,-3.8,-2.51,40,70.2,38,66.7,10,17.5,28,49.1,21,36.8,5,8.8,17,29.8,6,10.5,6,10.5,6,28.6,0,0,11,64.7,7,12.3,14,24.6,12,57.1,2,40,14,82.4,49,0.86,84,1.47,81.5,1.43,12,0.21,96,1.68,133,2.3,168,2.9,271,4.8,135,2.4,133,2.3,2,0,61,1.1,38,0.7
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Provisional,Alternative provision,4,148,1246.25,8.4,59,39.9,10,6.8,20,13.5,2,1.4,0,0,1,0.7,77,0.52,49,-143.591,-2.93,-3.33,-2.53,-151.49,-3.09,-3.55,-2.63,-99.72,-2.04,-2.45,-1.62,-156.057,-3.18,-3.64,-2.73,-155.126,-3.17,-3.62,-2.71,67,45.3,66,44.6,6,4.1,60,40.5,21,14.2,8,5.4,4,2.7,3,2,16,10.8,9,42.9,1,12.5,3,75,3,2,29,19.6,14,66.7,3,37.5,3,75,24,0.16,210,1.42,92.5,0.63,23,0.16,20,0.14,247,1.7,420,2.8,242,1.6,337.25,2.3,324,2.2,13.25,0.1,61,0.4,82,0.6
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Provisional,Alternative provision,4,71,499,7,24,33.8,3,4.2,4,5.6,1,1.4,0,0,0,0,40.5,0.57,33,-81.643,-2.47,-2.96,-1.99,-87.165,-2.64,-3.2,-2.08,-47.265,-1.43,-1.94,-0.92,-77.61,-2.35,-2.91,-1.79,-104.927,-3.18,-3.73,-2.63,28,39.4,28,39.4,8,11.3,27,38,14,19.7,9,12.7,2,2.8,3,4.2,4,5.6,5,35.7,2,22.2,1,50,4,5.6,6,8.5,6,42.9,3,33.3,2,100,33,0.46,78,1.1,49.5,0.7,22,0.31,11,0.15,112,1.6,156,2.2,146,2.1,85,1.2,85,1.2,0,0,41,0.6,30,0.4
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Provisional,Alternative provision,1,8,17,2.1,2,25,0,0,0,0,0,0,0,0,0,0,1.17,0.15,2,-10.319,-5.16,-7.12,-3.2,-9.53,-4.77,-7.03,-2.5,-9.14,-4.57,-6.63,-2.51,-10.913,-5.46,-7.72,-3.19,-11.036,-5.52,-7.76,-3.27,2,25,2,25,1,12.5,2,25,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,0,0,0,z,0,z,0,z,2,0.25,5,0.63,0,0,0,0,0,0,7,0.9,10,1.3,0,0,0,0,0,0,0,0,0,0,0,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Provisional,Alternative provision,2,55,284,5.2,15,27.3,1,1.8,1,1.8,0,0,0,0,0,0,19.36,0.35,39,-118.682,-3.04,-3.49,-2.6,-139.14,-3.57,-4.08,-3.05,-87.36,-2.24,-2.71,-1.77,-106.797,-2.74,-3.25,-2.23,-137.808,-3.53,-4.04,-3.02,31,56.4,27,49.1,1,1.8,28,50.9,8,14.5,11,20,1,1.8,0,0,3,5.5,1,12.5,0,0,1,100,0,0,6,10.9,1,12.5,0,0,1,100,3,0.05,60,1.09,16,0.29,15,0.27,6,0.11,44,0.8,120,2.2,103,1.9,17,0.3,17,0.3,0,0,39,0.7,6,0.1
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Provisional,Alternative provision,3,47,289.5,6.2,8,17,1,2.1,3,6.4,0,0,0,0,0,0,19.01,0.4,36,-122.229,-3.4,-3.86,-2.93,-144.295,-4.01,-4.54,-3.47,-90.47,-2.51,-3,-2.03,-119.89,-3.33,-3.86,-2.8,-131.056,-3.64,-4.17,-3.11,30,63.8,25,53.2,2,4.3,30,63.8,5,10.6,0,0,1,2.1,1,2.1,3,6.4,1,20,0,z,1,100,2,4.3,5,10.6,2,40,0,z,1,100,10,0.21,60,1.28,17.5,0.37,0,0,9,0.19,41,0.9,120,2.6,60,1.3,68.5,1.5,54,1.1,14.5,0.3,18,0.4,25,0.5
