time_period,time_identifier,geographic_level,country_code,country_name,version,establishment_type,breakdown,gender,ethnicity_major,ethnicity_minor,free_school_meals,sen_status,primary_need,all_primary_need,sen_description,disadvantage,first_language,admission_type,religious_denomination,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN status,Boys,Mixed,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Total,2494,11091,542472.81,48.9,10954,98.8,5272,47.5,7697,69.4,4903,44.2,2062,18.6,2936,26.5,48128.99,4.34,10234,-1278.785,-0.12,-0.15,-0.1
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN description,Girls,Asian,Total,Total,Total,Total,Total,Any SEN,Total,Total,Total,Total,832,2226,67230.75,30.2,1897,85.2,348,15.6,624,28,548,24.6,122,5.5,202,9.1,5469.59,2.46,2079,-10.957,-0.01,-0.06,0.05
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN description,Boys,Chinese,Total,Total,Total,Total,Total,Any SEN,Total,Total,Total,Total,91,95,3479,36.6,73,76.8,30,31.6,43,45.3,29,30.5,12,12.6,15,15.8,317.11,3.34,82,6.077,0.07,-0.2,0.35
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN status,Girls,Other,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,86,96,1223,12.7,40,41.7,6,6.3,9,9.4,12,12.5,2,2.1,4,4.2,104.2,1.09,79,-53.08,-0.67,-0.95,-0.39
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN status,Girls,Black,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Total,Total,548,1231,42374.25,34.4,1201,97.6,183,14.9,359,29.2,395,32.1,61,5,123,10,3476.76,2.82,1145,5.448,0,-0.07,0.08
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN status,Total,White,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Total,Total,3129,44733,1452712.18,32.5,43139,96.4,7579,16.9,14574,32.6,6695,15,1776,4,2880,6.4,118255.97,2.64,43552,-20905.742,-0.48,-0.49,-0.47
201819,Academic year,National,E92000001,England,Final,All state-funded,Free school meals,Total,Unclassified,Total,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,1753,6823,282817.01,41.5,6252,91.6,2548,37.3,3888,57,2340,34.3,1020,14.9,1455,21.3,24720.61,3.62,5852,-1907.068,-0.33,-0.36,-0.29
201819,Academic year,National,E92000001,England,Final,All state-funded,Free school meals,Boys,Asian,Total,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,2272,25141,1260550.65,50.1,24536,97.6,13048,51.9,17714,70.5,11588,46.1,5179,20.6,7133,28.4,112466.5,4.47,22604,6373.693,0.28,0.27,0.3
201819,Academic year,National,E92000001,England,Final,All state-funded,Free school meals,Boys,Mixed,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,1472,2699,90390.52,33.5,2445,90.6,575,21.3,1071,39.7,616,22.8,140,5.2,246,9.1,7577.21,2.81,2549,-1894.305,-0.74,-0.79,-0.69
201819,Academic year,National,E92000001,England,Final,All state-funded,Free school meals,Total,Chinese,Total,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,1092,1876,121478.96,64.8,1848,98.5,1441,76.8,1683,89.7,1160,61.8,847,45.1,996,53.1,11316.45,6.03,1574,1379.254,0.88,0.81,0.94
201819,Academic year,National,E92000001,England,Final,All state-funded,Free school meals,Total,White,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,3793,50614,1620447.08,32,45957,90.8,9174,18.1,18367,36.3,9546,18.9,2090,4.1,3818,7.5,132558.98,2.62,49464,-37169.075,-0.75,-0.76,-0.74
201819,Academic year,National,E92000001,England,Final,All state-funded,Free school meals,Total,Asian,Total,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,2828,48717,2565075.83,52.7,47796,98.1,26664,54.7,35588,73.1,25605,52.6,12702,26.1,17141,35.2,230142.21,4.72,43958,23019.472,0.52,0.51,0.54
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnic major,Boys,Black,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,2021,15519,637865.26,41.1,14839,95.6,5120,33,8363,53.9,5983,38.6,1561,10.1,2591,16.7,55396.18,3.57,13455,-2323.577,-0.17,-0.19,-0.15
201819,Academic year,National,E92000001,England,Final,All state-funded,Free school meals,Girls,Unclassified,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,419,590,21348,36.2,547,92.7,148,25.1,259,43.9,173,29.3,52,8.8,87,14.7,1788.38,3.03,542,-237.665,-0.44,-0.55,-0.33
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnic major,Girls,White,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,3608,199328,9738074.98,48.9,194914,97.8,91329,45.8,135867,68.2,85970,43.1,39436,19.8,57152,28.7,844394.3,4.24,192166,26027.797,0.14,0.13,0.14
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnic major,Boys,Asian,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,2365,30008,1459459.28,48.6,29141,97.1,14758,49.2,20362,67.9,13229,44.1,5610,18.7,7882,26.3,129537.32,4.32,27146,5999.372,0.22,0.21,0.24
201819,Academic year,National,E92000001,England,Final,All state-funded,Free school meals,Total,Black,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,1465,7131,281260.13,39.4,6693,93.9,1998,28,3479,48.8,2777,38.9,680,9.5,1204,16.9,24141.15,3.39,6318,-506.375,-0.08,-0.11,-0.05
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnic major,Girls,Black,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1901,15656,761940.18,48.7,15365,98.1,6661,42.5,10122,64.7,8523,54.4,3187,20.4,4911,31.4,67461.87,4.31,13736,5890.311,0.43,0.41,0.45
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnic major,Total,Black,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,2533,31175,1399805.44,44.9,30204,96.9,11781,37.8,18485,59.3,14506,46.5,4748,15.2,7502,24.1,122858.05,3.94,27191,3566.734,0.13,0.12,0.15
201819,Academic year,National,E92000001,England,Final,All state-funded,Free school meals,Total,Black,Total,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,2370,24044,1118545.31,46.5,23511,97.8,9783,40.7,15006,62.4,11729,48.8,4068,16.9,6298,26.2,98716.9,4.11,20873,4073.109,0.2,0.18,0.21
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnic major,Boys,Other,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1462,4983,221929.44,44.5,4734,95,2008,40.3,2983,59.9,2301,46.2,880,17.7,1304,26.2,20183.99,4.05,3784,892.12,0.24,0.19,0.28
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnic major,Total,Chinese,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1135,2006,129011.96,64.3,1972,98.3,1531,76.3,1791,89.3,1235,61.6,901,44.9,1058,52.7,12013.36,5.99,1697,1460.028,0.86,0.8,0.92
201819,Academic year,National,E92000001,England,Final,All state-funded,Free school meals,Boys,Asian,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,1127,4867,198908.63,40.9,4605,94.6,1710,35.1,2648,54.4,1641,33.7,431,8.9,749,15.4,17070.82,3.51,4542,-374.321,-0.08,-0.12,-0.05
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnic major,Boys,Unclassified,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1344,4221,159948.88,37.9,3807,90.2,1382,32.7,2167,51.3,1221,28.9,470,11.1,687,16.3,13922.5,3.3,3621,-2087.343,-0.58,-0.62,-0.53
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnic major,Total,White,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,3924,406707,18766488.45,46.1,394354,97,172315,42.4,261513,64.3,152318,37.5,64803,15.9,95598,23.5,1627645.04,4,391727,-44459.974,-0.11,-0.12,-0.11
201819,Academic year,National,E92000001,England,Final,All state-funded,Free school meals,Total,Mixed,Total,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,3149,21612,1087241.36,50.3,21182,98,10548,48.8,15108,69.9,10429,48.3,4929,22.8,6840,31.6,96530.2,4.47,20043,2323.426,0.12,0.1,0.13
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnic major,Girls,Unclassified,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1314,3776,162733.88,43.1,3517,93.1,1424,37.7,2194,58.1,1421,37.6,632,16.7,905,24,14146.88,3.75,3310,-517.569,-0.16,-0.2,-0.11
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnic major,Total,Unclassified,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1943,7997,322682.76,40.4,7324,91.6,2806,35.1,4361,54.5,2642,33,1102,13.8,1592,19.9,28069.38,3.51,6931,-2604.912,-0.38,-0.41,-0.35
201819,Academic year,National,E92000001,England,Final,All state-funded,Free school meals,Boys,Black,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,1081,3625,129128.25,35.6,3319,91.6,873,24.1,1589,43.8,1152,31.8,203,5.6,414,11.4,10997.8,3.03,3186,-1159.912,-0.36,-0.41,-0.32
201819,Academic year,National,E92000001,England,Final,All state-funded,Free school meals,Boys,White,Total,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,3653,181512,8271662.07,45.6,176605,97.3,76882,42.4,117305,64.6,62416,34.4,24601,13.6,37031,20.4,720908.41,3.97,174334,-45720.594,-0.26,-0.27,-0.26
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnic major,Total,Mixed,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,3332,27018,1286459.64,47.6,26227,97.1,11844,43.8,17515,64.8,11959,44.3,5340,19.8,7541,27.9,113269.73,4.19,25175,-96.077,0,-0.02,0.01
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnic major,Boys,White,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,3694,207379,9028413.47,43.5,199440,96.2,80986,39.1,125646,60.6,66348,32,25367,12.2,38446,18.5,783250.74,3.78,199561,-70487.771,-0.35,-0.36,-0.35
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnic major,Total,Asian,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,2910,58111,2976246.38,51.2,56828,97.8,30163,51.9,40982,70.5,29413,50.6,13906,23.9,19091,32.9,265598.81,4.57,52766,24538.771,0.47,0.45,0.48
201819,Academic year,National,E92000001,England,Final,All state-funded,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,Total,Total,3595,71257,2830668.84,39.7,68092,95.6,19689,27.6,35045,49.2,23264,32.6,6884,9.7,11568,16.2,237439.85,3.33,68690,-13053.541,-0.19,-0.2,-0.18
201819,Academic year,National,E92000001,England,Final,All state-funded,Free school meals,Total,Unclassified,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,710,1174,39865.75,34,1072,91.3,258,22,473,40.3,302,25.7,82,7,137,11.7,3348.77,2.85,1079,-697.844,-0.65,-0.72,-0.57
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnic major,Girls,Mixed,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,2727,13460,677603.58,50.3,13204,98.1,6228,46.3,9170,68.1,6718,49.9,3186,23.7,4466,33.2,59699.77,4.44,12579,3050.003,0.24,0.22,0.26
201819,Academic year,National,E92000001,England,Final,All state-funded,Disadvantage,Total,Total,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,Total,Total,3938,143816,5275978.96,36.7,134678,93.6,35549,24.7,64337,44.7,39527,27.5,10601,7.4,18141,12.6,442988.81,3.08,138026,-61453.244,-0.45,-0.45,-0.44
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnic major,Girls,Asian,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,2279,28103,1516787.1,54,27687,98.5,15405,54.8,20620,73.4,16184,57.6,8296,29.5,11209,39.9,136061.49,4.84,25620,18539.399,0.72,0.71,0.74
201819,Academic year,National,E92000001,England,Final,All state-funded,Disadvantage,Boys,Total,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,Total,Total,3686,72559,2445310.12,33.7,66586,91.8,15860,21.9,29292,40.4,16263,22.4,3717,5.1,6573,9.1,205548.96,2.83,69336,-48399.703,-0.7,-0.71,-0.69
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN description,Boys,Total,Total,Total,Total,Total,Total,No identified SEN,Total,Total,Total,Total,2983,227035,10884242.91,47.9,224904,99.1,104342,46,156231,68.8,89343,39.4,35213,15.5,52374,23.1,955864.47,4.21,213520,-34013.023,-0.16,-0.16,-0.15
201819,Academic year,National,E92000001,England,Final,All state-funded,Free school meals,Total,White,Total,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,3897,356093,17146041.37,48.2,348397,97.8,163141,45.8,243146,68.3,142772,40.1,62713,17.6,91780,25.8,1495086.06,4.2,342263,-7290.899,-0.02,-0.03,-0.02
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnic major,Boys,Chinese,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,669,1002,62824.79,62.7,979,97.7,735,73.4,870,86.8,559,55.8,390,38.9,462,46.1,5830.15,5.82,854,624.297,0.73,0.65,0.82
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN description,Girls,Total,Total,Total,Total,Total,Total,Any SEN,Total,Total,Total,Total,3591,27913,833337.92,29.9,24065,86.2,4408,15.8,8137,29.2,4874,17.5,1349,4.8,2133,7.6,66968.23,2.4,26877,-10525.715,-0.39,-0.41,-0.38
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnic major,Boys,Mixed,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,2825,13558,608856.06,44.9,13023,96.1,5616,41.4,8345,61.6,5241,38.7,2154,15.9,3075,22.7,53569.96,3.95,12596,-3146.08,-0.25,-0.27,-0.23
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN description,Girls,Total,Total,Total,Total,Total,Total,No identified SEN,Total,Total,Total,Total,3034,237480,12311274.48,51.8,235658,99.2,119539,50.3,173735,73.2,117218,49.4,55061,23.2,78753,33.2,1081243.31,4.55,224575,68070.323,0.3,0.3,0.31
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnic major,Girls,Chinese,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,662,1004,66187.17,65.9,993,98.9,796,79.3,921,91.7,676,67.3,511,50.9,596,59.4,6183.21,6.16,843,835.731,0.99,0.9,1.08
201819,Academic year,National,E92000001,England,Final,All state-funded,Disadvantage,Boys,Total,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,Total,Total,3682,204111,9733987.06,47.7,199377,97.7,94745,46.4,139444,68.3,78619,38.5,32715,16,47874,23.5,856141.88,4.19,191681,-22129.279,-0.12,-0.12,-0.11
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN description,Total,Total,Total,Total,Total,Total,Total,No identified SEN,Total,Total,Total,Total,3199,464515,23195517.39,49.9,460562,99.1,223881,48.2,329966,71,206561,44.5,90274,19.4,131127,28.2,2037107.78,4.39,438095,34057.3,0.08,0.07,0.08
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN status,Girls,Asian,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Total,Total,611,1710,60538.25,35.4,1670,97.7,316,18.5,568,33.2,517,30.2,113,6.6,188,11,4944.88,2.89,1595,417.297,0.26,0.2,0.32
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN status,Boys,Unclassified,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Total,1139,3026,136711.13,45.2,2926,96.7,1263,41.7,1930,63.8,1140,37.7,446,14.7,659,21.8,12038.31,3.98,2623,-667.776,-0.25,-0.3,-0.21
201819,Academic year,National,E92000001,England,Final,All state-funded special schools,Total,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,744,7767,23667.25,3,1362,17.5,35,0.5,110,1.4,3,0,1,0,3,0,1520.07,0.2,7223,-13272.34,-1.84,-1.87,-1.81
201819,Academic year,National,E92000001,England,Final,All state-funded special schools,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,756,10697,28584.5,2.7,1601,15,42,0.4,133,1.2,3,0,1,0,3,0,1780.42,0.17,9940,-17867.571,-1.8,-1.82,-1.77
201819,Academic year,National,E92000001,England,Final,All state-funded special schools,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,English,Total,Total,732,6914,22776,3.3,1329,19.2,34,0.5,105,1.5,3,0,1,0,3,0,1466.74,0.21,6507,-12133.045,-1.86,-1.9,-1.83
201819,Academic year,National,E92000001,England,Final,All state-funded special schools,Free school meals,Boys,Total,Total,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,724,4440,14054.75,3.2,753,17,26,0.6,76,1.7,2,0,0,0,2,0,914.49,0.21,4108,-7390.144,-1.8,-1.84,-1.76
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Free school meals,Total,Total,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Hindu,1,4,266.5,66.6,4,100,3,75,4,100,4,100,2,50,3,75,26.66,6.67,3,2.636,0.88,-0.57,2.33
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Free school meals,Girls,Total,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Roman catholic,283,3324,137065.38,41.2,3237,97.4,925,27.8,1681,50.6,1109,33.4,309,9.3,535,16.1,11409.97,3.43,3183,-477.133,-0.15,-0.19,-0.11
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Ethnic major,Total,Unclassified,Total,Total,Total,Total,Total,Total,Total,Total,selective schools,Total,109,272,19946.75,73.3,272,100,256,94.1,272,100,219,80.5,176,64.7,198,72.8,1904.83,7,230,150.455,0.65,0.49,0.82
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,non-selective schools in other areas,Total,2726,169706,8920812.23,52.6,168492,99.3,88711,52.3,127488,75.1,84596,49.8,40071,23.6,57777,34,784313.48,4.62,160068,62027.317,0.39,0.38,0.39
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,non-selective schools in highly selective areas,Total,200,4534,169844.5,37.5,4412,97.3,946,20.9,1988,43.8,1088,24,241,5.3,443,9.8,13727,3.03,4409,-1414.466,-0.32,-0.36,-0.28
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Ethnic major,Total,Mixed,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,2668,23596,1115192.98,47.3,23245,98.5,9993,42.4,15206,64.4,10302,43.7,4254,18,6218,26.4,97720.72,4.14,22060,88.186,0,-0.01,0.02
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,selective schools,Total,102,772,51767.51,67.1,769,99.6,687,89,754,97.7,607,78.6,438,56.7,542,70.2,4872.25,6.31,748,302.049,0.4,0.31,0.5
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Boys,Total,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,non-selective schools in other areas,Total,2676,62631,2233595.49,35.7,60578,96.7,14421,23,26878,42.9,15024,24,3260,5.2,5900,9.4,188029.34,3,59892,-36716.587,-0.61,-0.62,-0.6
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Ethnic major,Total,Asian,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,2303,50382,2513791.89,49.9,49939,99.1,24586,48.8,34802,69.1,24687,49,10242,20.3,14941,29.7,222415.75,4.41,45821,21146.417,0.46,0.45,0.47
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Total,Total,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,non-selective schools in highly selective areas,Total,211,8959,314873.38,35.1,8689,97,1698,19,3587,40,1772,19.8,342,3.8,661,7.4,25483.82,2.84,8679,-4769.77,-0.55,-0.58,-0.52
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Total,Total,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,selective schools,Total,163,22428,1614001.18,72,22404,99.9,21002,93.6,22191,98.9,18068,80.6,14292,63.7,16450,73.3,152984.31,6.82,20352,11691.489,0.57,0.56,0.59
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,non-selective schools in other areas,Total,2718,64261,2605206.33,40.5,62713,97.6,18051,28.1,32287,50.2,21569,33.6,6205,9.7,10583,16.5,218614.7,3.4,61954,-9200.921,-0.15,-0.16,-0.14
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,200,14606,679866.43,46.5,14475,99.1,5591,38.3,9615,65.8,5562,38.1,1744,11.9,3034,20.8,57238.41,3.92,13894,2220.88,0.16,0.14,0.18
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,selective schools,Total,105,11342,829980.89,73.2,11337,100,10764,94.9,11278,99.4,9613,84.8,8011,70.6,9012,79.5,79024.22,6.97,10375,7484.489,0.72,0.7,0.75
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Boys,Total,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,selective schools,Total,99,799,52297,65.5,797,99.7,673,84.2,764,95.6,552,69.1,355,44.4,454,56.8,4857.12,6.08,784,66.913,0.09,0,0.18
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,SEN Supp,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,2617,19951,666652.15,33.4,19275,96.6,3347,16.8,6508,32.6,3894,19.5,891,4.5,1541,7.7,53439.46,2.68,19309,-4366.945,-0.23,-0.24,-0.21
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,SEN Supp,Total,Total,Total,Total,Total,selective schools,Total,92,710,47313.02,66.6,702,98.9,618,87,683,96.2,461,64.9,332,46.8,395,55.6,4333.26,6.1,644,246.36,0.38,0.28,0.48
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Ethnic major,Total,Unclassified,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,114,293,12048.88,41.1,284,96.9,90,30.7,163,55.6,98,33.4,27,9.2,44,15,1026.07,3.5,257,-70.623,-0.27,-0.43,-0.12
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Boys,Total,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,non-selective schools in highly selective areas,Total,194,4425,145028.88,32.8,4277,96.7,752,17,1599,36.1,684,15.5,101,2.3,218,4.9,11756.82,2.66,4270,-3355.304,-0.79,-0.82,-0.75
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Ethnic major,Total,White,Total,Total,Total,Total,Total,Total,Total,Total,selective schools,Total,163,16040,1121491.64,69.9,16014,99.8,14711,91.7,15801,98.5,12589,78.5,9476,59.1,11225,70,105670.51,6.59,14765,6199.797,0.42,0.4,0.44
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Total,Total,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,non-selective schools in highly selective areas,Total,211,24433,1099205.33,45,24231,99.2,9057,37.1,15642,64,8247,33.8,2319,9.5,4148,17,92775.67,3.8,23143,345.479,0.01,0,0.03
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,non-selective schools in highly selective areas,Total,200,11908,566410.68,47.6,11829,99.3,4846,40.7,8126,68.2,4763,40,1547,13,2674,22.5,47928.72,4.02,11278,3024.9,0.27,0.24,0.29
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Total,Total,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,non-selective schools in other areas,Total,2817,126892,4838801.82,38.1,123291,97.2,32472,25.6,59165,46.6,36593,28.8,9465,7.5,16483,13,406644.04,3.2,121846,-45917.508,-0.38,-0.38,-0.37
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,1460,2468,57261.75,23.2,2068,83.8,225,9.1,414,16.8,224,9.1,76,3.1,108,4.4,4448.19,1.8,2394,-1172.4,-0.49,-0.54,-0.44
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Ethnic major,Boys,Black,Total,Total,Total,Total,Total,Total,Total,Total,selective schools,Total,80,460,32355.25,70.3,460,100,426,92.6,451,98,371,80.7,290,63,336,73,3083.9,6.7,423,247.933,0.59,0.46,0.71
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Ethnic major,Total,Unclassified,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,1606,6170,273084.13,44.3,5974,96.8,2380,38.6,3702,60,2311,37.5,895,14.5,1345,21.8,23800.81,3.86,5462,-641.203,-0.12,-0.15,-0.08
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,2144,6458,168582.88,26.1,5702,88.3,744,11.5,1514,23.4,524,8.1,122,1.9,227,3.5,13716.17,2.12,6254,-3495.463,-0.56,-0.59,-0.53
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Boys,Total,Total,Total,SEN Supp,Total,Total,Total,Total,Total,selective schools,Total,99,663,42236.75,63.7,656,98.9,537,81,614,92.6,386,58.2,227,34.2,302,45.6,3863.56,5.83,588,46.469,0.08,-0.02,0.18
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,168,598,15267,25.5,547,91.5,55,9.2,117,19.6,28,4.7,5,0.8,9,1.5,1218.69,2.04,585,-346.617,-0.59,-0.7,-0.49
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,selective schools,Total,104,11216,794562.53,70.8,11211,100,10393,92.7,11080,98.8,8743,78,6497,57.9,7714,68.8,75140.14,6.7,10209,4301.515,0.42,0.4,0.45
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Ethnic major,Total,Other,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,129,320,14048.88,43.9,303,94.7,119,37.2,187,58.4,124,38.8,42,13.1,67,20.9,1236.67,3.86,231,85.23,0.37,0.2,0.53
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Boys,Total,Total,Total,SEN Supp,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,2646,31023,962132.76,31,29957,96.6,4547,14.7,9367,30.2,4296,13.8,823,2.7,1443,4.7,78835.45,2.54,29959,-16782.662,-0.56,-0.57,-0.55
