time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,idaci_decile,ru11ind_pupil_residency,pupil_residency_detail,level_methodology,establishment_type,version,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebaccaps,avg_ebaccaps,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Total,Rural,5 Rural - Village,Pupil residency,State-funded schools (LA),Provisional,369,5639,265685.25,47.1,5455,96.7,2635,46.7,3881,68.8,2168,38.4,23419.22,4.15,944,16.7,1367,24.2,5422,318.098,0.06,0.02,0.1
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Total,Rural,6 Rural - Hamlet and isolated dwellings,Pupil residency,State-funded schools (LA),Provisional,328,2699,129009,47.8,2628,97.4,1282,47.5,1880,69.7,1046,38.8,11393.51,4.22,468,17.3,675,25,2554,145.627,0.06,0,0.11
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Total,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,495,17745,832642,46.9,17185,96.8,8152,45.9,12027,67.8,6577,37.1,73033.5,4.12,2920,16.5,4179,23.6,17057,662.041,0.04,0.02,0.06
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Total,Total,Total,Pupil residency,State-funded schools (LA),Provisional,698,67856,3151109.42,46.4,65461,96.5,30741,45.3,44760,66,26531,39.1,277156.31,4.08,11746,17.3,16626,24.5,64383,417.778,0.01,0,0.02
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Total,Urban,1 Urban - Major conurbation,Pupil residency,State-funded schools (LA),Provisional,292,7700,370552.5,48.1,7434,96.5,3857,50.1,5348,69.5,3615,46.9,32971.06,4.28,1589,20.6,2261,29.4,7240,273.086,0.04,0.01,0.07
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Total,Urban,3 Urban - City and town,Pupil residency,State-funded schools (LA),Provisional,588,42411,1947914.92,45.9,40842,96.3,18732,44.2,27385,64.6,16339,38.5,171151.75,4.04,7237,17.1,10186,24,40086,-517.349,-0.01,-0.03,0
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Total,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,678,50111,2318467.42,46.3,48276,96.3,22589,45.1,32733,65.3,19954,39.8,204122.81,4.07,8826,17.6,12447,24.8,47326,-244.263,-0.01,-0.02,0.01
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Unknown,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,162,1198,55526.25,46.3,1155,96.4,546,45.6,803,67,472,39.4,4881.85,4.08,184,15.4,288,24,1121,72.449,0.06,-0.02,0.15
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Unknown,Total,Total,Pupil residency,State-funded schools (LA),Provisional,376,4006,189080.75,47.2,3871,96.6,1850,46.2,2670,66.7,1772,44.2,16854.87,4.21,772,19.3,1096,27.4,3696,357.311,0.1,0.05,0.14
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Unknown,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,340,2808,133554.5,47.6,2716,96.7,1304,46.4,1867,66.5,1300,46.3,11973.02,4.26,588,20.9,808,28.8,2575,284.862,0.11,0.06,0.17
202223,Academic year,Regional,E92000001,England,E12000007,London,0-10%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,1,1,40,40,1,100,0,0,0,0,0,0,3.33,3.33,0,0,0,0,1,0.2,0.2,-2.57,2.97
202223,Academic year,Regional,E92000001,England,E12000007,London,0-10%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,568,7160,324762.5,45.4,6825,95.3,3197,44.7,4549,63.5,3783,52.8,29206.67,4.08,1306,18.2,1954,27.3,6684,-28.899,0,-0.04,0.03
202223,Academic year,Regional,E92000001,England,E12000007,London,0-10%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,568,7159,324722.5,45.4,6824,95.3,3197,44.7,4549,63.5,3783,52.8,29203.34,4.08,1306,18.2,1954,27.3,6683,-29.099,0,-0.04,0.03
202223,Academic year,Regional,E92000001,England,E12000007,London,10-20%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,6,8,419,52.4,8,100,4,50,5,62.5,6,75,38.34,4.79,2,25,3,37.5,8,0.583,0.07,-0.91,1.05
202223,Academic year,Regional,E92000001,England,E12000007,London,10-20%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,673,15628,729411.75,46.7,15013,96.1,7307,46.8,10140,64.9,8286,53,65443.45,4.19,3002,19.2,4458,28.5,14444,1279.155,0.09,0.07,0.11
202223,Academic year,Regional,E92000001,England,E12000007,London,10-20%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,672,15620,728992.75,46.7,15005,96.1,7303,46.8,10135,64.9,8280,53,65405.11,4.19,3000,19.2,4455,28.5,14436,1278.572,0.09,0.07,0.11
202223,Academic year,Regional,E92000001,England,E12000007,London,20-30%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,20,45,1947.25,43.3,43,95.6,18,40,30,66.7,15,33.3,165.49,3.68,5,11.1,8,17.8,44,-7.429,-0.17,-0.59,0.25
202223,Academic year,Regional,E92000001,England,E12000007,London,20-30%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,681,14279,689607.38,48.3,13746,96.3,7097,49.7,9549,66.9,7612,53.3,61948.01,4.34,3047,21.3,4340,30.4,12984,2401.886,0.18,0.16,0.21
202223,Academic year,Regional,E92000001,England,E12000007,London,20-30%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,676,14234,687660.13,48.3,13703,96.3,7079,49.7,9519,66.9,7597,53.4,61782.52,4.34,3042,21.4,4332,30.4,12940,2409.315,0.19,0.16,0.21
202223,Academic year,Regional,E92000001,England,E12000007,London,30-40%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,18,34,1500.75,44.1,34,100,8,23.5,19,55.9,10,29.4,129.17,3.8,5,14.7,7,20.6,30,-4.398,-0.15,-0.65,0.36
202223,Academic year,Regional,E92000001,England,E12000007,London,30-40%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,672,12133,603815.77,49.8,11688,96.3,6339,52.2,8483,69.9,6475,53.4,54444.11,4.49,2883,23.8,3993,32.9,10951,3017.07,0.28,0.25,0.3
202223,Academic year,Regional,E92000001,England,E12000007,London,30-40%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,670,12099,602315.02,49.8,11654,96.3,6331,52.3,8464,70,6465,53.4,54314.94,4.49,2878,23.8,3986,32.9,10921,3021.468,0.28,0.25,0.3
202223,Academic year,Regional,E92000001,England,E12000007,London,40-50%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,3,15,697.75,46.5,15,100,6,40,9,60,6,40,60,4,2,13.3,3,20,15,-2.042,-0.14,-0.85,0.58
202223,Academic year,Regional,E92000001,England,E12000007,London,40-50%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,658,10185,528311.13,51.9,9863,96.8,5700,56,7381,72.5,5781,56.8,47929.87,4.71,2721,26.7,3639,35.7,9166,3208.407,0.35,0.32,0.38
202223,Academic year,Regional,E92000001,England,E12000007,London,40-50%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,658,10170,527613.38,51.9,9848,96.8,5694,56,7372,72.5,5775,56.8,47869.87,4.71,2719,26.7,3636,35.8,9151,3210.449,0.35,0.32,0.38
202223,Academic year,Regional,E92000001,England,E12000007,London,50-60%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,5,8,371.75,46.5,8,100,4,50,5,62.5,3,37.5,32.17,4.02,1,12.5,2,25,7,-0.151,-0.02,-1.07,1.03
202223,Academic year,Regional,E92000001,England,E12000007,London,50-60%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,616,7687,410890.03,53.5,7451,96.9,4559,59.3,5824,75.8,4464,58.1,37601.24,4.89,2338,30.4,3039,39.5,6837,3102.545,0.45,0.42,0.49
202223,Academic year,Regional,E92000001,England,E12000007,London,50-60%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,616,7679,410518.28,53.5,7443,96.9,4555,59.3,5819,75.8,4461,58.1,37569.07,4.89,2337,30.4,3037,39.5,6830,3102.696,0.45,0.42,0.49
202223,Academic year,Regional,E92000001,England,E12000007,London,60-70%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,10,21,1209.5,57.6,21,100,13,61.9,16,76.2,14,66.7,109.16,5.2,10,47.6,12,57.1,19,11.809,0.62,-0.01,1.26
202223,Academic year,Regional,E92000001,England,E12000007,London,60-70%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,565,6167,339736.28,55.1,5988,97.1,3858,62.6,4858,78.8,3602,58.4,31036.6,5.03,1927,31.2,2508,40.7,5576,2355.505,0.42,0.39,0.46
202223,Academic year,Regional,E92000001,England,E12000007,London,60-70%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,564,6146,338526.78,55.1,5967,97.1,3845,62.6,4842,78.8,3588,58.4,30927.44,5.03,1917,31.2,2496,40.6,5557,2343.696,0.42,0.38,0.46
202223,Academic year,Regional,E92000001,England,E12000007,London,70-80%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,6,13,335,25.8,11,84.6,2,15.4,4,30.8,2,15.4,29.34,2.26,1,7.7,1,7.7,12,-17.921,-1.49,-2.29,-0.69
202223,Academic year,Regional,E92000001,England,E12000007,London,70-80%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,496,5027,284933.65,56.7,4914,97.8,3268,65,4068,80.9,2993,59.5,26126.41,5.2,1715,34.1,2197,43.7,4578,2210.426,0.48,0.44,0.52
202223,Academic year,Regional,E92000001,England,E12000007,London,70-80%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,495,5014,284598.65,56.8,4903,97.8,3266,65.1,4064,81.1,2991,59.7,26097.07,5.2,1714,34.2,2196,43.8,4566,2228.347,0.49,0.45,0.53
202223,Academic year,Regional,E92000001,England,E12000007,London,80-90%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,8,13,583.75,44.9,12,92.3,6,46.2,8,61.5,4,30.8,49.66,3.82,2,15.4,2,15.4,11,-4.439,-0.4,-1.24,0.43
202223,Academic year,Regional,E92000001,England,E12000007,London,80-90%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,428,3754,218873.77,58.3,3663,97.6,2591,69,3139,83.6,2229,59.4,20058.65,5.34,1351,36,1737,46.3,3397,1859.164,0.55,0.5,0.59
202223,Academic year,Regional,E92000001,England,E12000007,London,80-90%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,426,3741,218290.02,58.4,3651,97.6,2585,69.1,3131,83.7,2225,59.5,20008.99,5.35,1349,36.1,1735,46.4,3386,1863.603,0.55,0.5,0.6
202223,Academic year,Regional,E92000001,England,E12000007,London,90-100%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,2,3,201.5,67.2,3,100,3,100,3,100,3,100,18.5,6.17,1,33.3,2,66.7,2,1.848,0.92,-1.03,2.88
202223,Academic year,Regional,E92000001,England,E12000007,London,90-100%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,346,3363,206461.63,61.4,3293,97.9,2505,74.5,2939,87.4,2149,63.9,19110.26,5.68,1408,41.9,1718,51.1,2988,1910.134,0.64,0.59,0.69
202223,Academic year,Regional,E92000001,England,E12000007,London,90-100%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,346,3360,206260.13,61.4,3290,97.9,2502,74.5,2936,87.4,2146,63.9,19091.76,5.68,1407,41.9,1716,51.1,2986,1908.286,0.64,0.59,0.69
202223,Academic year,Regional,E92000001,England,E12000007,London,Total,Rural,4 Rural - Town and fringe,Pupil residency,State-funded schools (LA),Provisional,26,93,4371,47,91,97.8,38,40.9,60,64.5,38,40.9,381.14,4.1,18,19.4,25,26.9,89,-2.49,-0.03,-0.32,0.27
202223,Academic year,Regional,E92000001,England,E12000007,London,Total,Rural,5 Rural - Village,Pupil residency,State-funded schools (LA),Provisional,26,40,1790.75,44.8,40,100,13,32.5,24,60,12,30,152.18,3.8,5,12.5,7,17.5,34,-2.95,-0.09,-0.56,0.39
202223,Academic year,Regional,E92000001,England,E12000007,London,Total,Rural,6 Rural - Hamlet and isolated dwellings,Pupil residency,State-funded schools (LA),Provisional,17,28,1144.5,40.9,25,89.3,13,46.4,15,53.6,13,46.4,101.84,3.64,6,21.4,8,28.6,26,-16.5,-0.63,-1.18,-0.09
202223,Academic year,Regional,E92000001,England,E12000007,London,Total,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,62,161,7306.25,45.4,156,96.9,64,39.8,99,61.5,63,39.1,635.16,3.95,29,18,40,24.8,149,-21.94,-0.15,-0.37,0.08
202223,Academic year,Regional,E92000001,England,E12000007,London,Total,Total,Total,Pupil residency,State-funded schools (LA),Provisional,800,90366,4583174.64,50.7,87244,96.5,48981,54.2,64367,71.2,50226,55.6,415187.12,4.59,22838,25.3,31226,34.6,82079,22387.843,0.27,0.26,0.28
202223,Academic year,Regional,E92000001,England,E12000007,London,Total,Urban,1 Urban - Major conurbation,Pupil residency,State-funded schools (LA),Provisional,800,89962,4563969.14,50.7,86852,96.5,48798,54.2,64095,71.2,50070,55.7,413510.16,4.6,22769,25.3,31126,34.6,81700,22399.777,0.27,0.26,0.28
202223,Academic year,Regional,E92000001,England,E12000007,London,Total,Urban,3 Urban - City and town,Pupil residency,State-funded schools (LA),Provisional,72,243,11899.25,49,236,97.1,119,49,173,71.2,93,38.3,1041.8,4.29,40,16.5,60,24.7,230,10.006,0.04,-0.14,0.23
202223,Academic year,Regional,E92000001,England,E12000007,London,Total,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,800,90205,4575868.39,50.7,87088,96.5,48917,54.2,64268,71.2,50163,55.6,414551.96,4.6,22809,25.3,31186,34.6,81930,22409.783,0.27,0.26,0.28
202223,Academic year,Regional,E92000001,England,E12000007,London,Unknown,Total,Total,Pupil residency,State-funded schools (LA),Provisional,551,4983,246370.75,49.4,4800,96.3,2560,51.4,3437,69,2852,57.2,22281.85,4.47,1140,22.9,1643,33,4474,1072.45,0.24,0.2,0.28
202223,Academic year,Regional,E92000001,England,E12000007,London,Unknown,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,551,4983,246370.75,49.4,4800,96.3,2560,51.4,3437,69,2852,57.2,22281.85,4.47,1140,22.9,1643,33,4474,1072.45,0.24,0.2,0.28
202223,Academic year,Regional,E92000001,England,E12000008,South East,0-10%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,24,107,3743.75,35,99,92.5,30,28,46,43,32,29.9,315.34,2.95,8,7.5,10,9.3,104,-56.917,-0.55,-0.82,-0.28
202223,Academic year,Regional,E92000001,England,E12000008,South East,0-10%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,340,3996,137309.5,34.4,3679,92.1,962,24.1,1691,42.3,886,22.2,11519.95,2.88,272,6.8,422,10.6,3798,-2771.46,-0.73,-0.77,-0.68
202223,Academic year,Regional,E92000001,England,E12000008,South East,0-10%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,335,3889,133565.75,34.3,3580,92.1,932,24,1645,42.3,854,22,11204.61,2.88,264,6.8,412,10.6,3694,-2714.543,-0.73,-0.78,-0.69
202223,Academic year,Regional,E92000001,England,E12000008,South East,10-20%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,78,265,10916.5,41.2,250,94.3,95,35.8,155,58.5,72,27.2,922.39,3.48,30,11.3,38,14.3,260,-48.088,-0.18,-0.36,-0.01
202223,Academic year,Regional,E92000001,England,E12000008,South East,10-20%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,504,5702,214702.5,37.7,5356,93.9,1688,29.6,2799,49.1,1483,26,18278.09,3.21,496,8.7,788,13.8,5437,-2746.738,-0.51,-0.54,-0.47
202223,Academic year,Regional,E92000001,England,E12000008,South East,10-20%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,490,5437,203786,37.5,5106,93.9,1593,29.3,2644,48.6,1411,26,17355.7,3.19,466,8.6,750,13.8,5177,-2698.65,-0.52,-0.56,-0.48
202223,Academic year,Regional,E92000001,England,E12000008,South East,20-30%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,133,523,22278,42.6,499,95.4,187,35.8,317,60.6,154,29.4,1909.84,3.65,59,11.3,90,17.2,506,-67.877,-0.13,-0.26,-0.01
202223,Academic year,Regional,E92000001,England,E12000008,South East,20-30%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,584,6810,272571.75,40,6422,94.3,2274,33.4,3712,54.5,1937,28.4,23435.11,3.44,740,10.9,1084,15.9,6438,-2329.935,-0.36,-0.4,-0.33
202223,Academic year,Regional,E92000001,England,E12000008,South East,20-30%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,565,6287,250293.75,39.8,5923,94.2,2087,33.2,3395,54,1783,28.4,21525.27,3.42,681,10.8,994,15.8,5932,-2262.058,-0.38,-0.42,-0.35
202223,Academic year,Regional,E92000001,England,E12000008,South East,30-40%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,223,1065,45902.13,43.1,1011,94.9,424,39.8,626,58.8,324,30.4,3946.44,3.71,145,13.6,200,18.8,1016,-259.612,-0.26,-0.34,-0.17
202223,Academic year,Regional,E92000001,England,E12000008,South East,30-40%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,637,9240,393922.88,42.6,8775,95,3519,38.1,5395,58.4,2995,32.4,34112.76,3.69,1211,13.1,1773,19.2,8669,-2133.587,-0.25,-0.28,-0.22
202223,Academic year,Regional,E92000001,England,E12000008,South East,30-40%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,621,8175,348020.75,42.6,7764,95,3095,37.9,4769,58.3,2671,32.7,30166.32,3.69,1066,13,1573,19.2,7653,-1873.975,-0.24,-0.28,-0.21
202223,Academic year,Regional,E92000001,England,E12000008,South East,40-50%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,276,1338,58668.75,43.8,1287,96.2,538,40.2,819,61.2,445,33.3,5093.69,3.81,192,14.3,283,21.2,1251,-277.04,-0.22,-0.3,-0.14
202223,Academic year,Regional,E92000001,England,E12000008,South East,40-50%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,678,9576,430386.51,44.9,9193,96,4086,42.7,6022,62.9,3361,35.1,37566.78,3.92,1438,15,2058,21.5,8921,-1126.584,-0.13,-0.16,-0.1
202223,Academic year,Regional,E92000001,England,E12000008,South East,40-50%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,635,8238,371717.76,45.1,7906,96,3548,43.1,5203,63.2,2916,35.4,32473.09,3.94,1246,15.1,1775,21.5,7670,-849.544,-0.11,-0.14,-0.08
202223,Academic year,Regional,E92000001,England,E12000008,South East,50-60%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,312,1879,87770.75,46.7,1802,95.9,876,46.6,1245,66.3,724,38.5,7702.55,4.1,334,17.8,473,25.2,1777,-35.609,-0.02,-0.09,0.05
202223,Academic year,Regional,E92000001,England,E12000008,South East,50-60%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,680,9697,453940,46.8,9346,96.4,4496,46.4,6505,67.1,3689,38,39870.01,4.11,1688,17.4,2370,24.4,9141,-407.473,-0.04,-0.07,-0.02
202223,Academic year,Regional,E92000001,England,E12000008,South East,50-60%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,637,7818,366169.25,46.8,7544,96.5,3620,46.3,5260,67.3,2965,37.9,32167.46,4.11,1354,17.3,1897,24.3,7364,-371.864,-0.05,-0.08,-0.02
202223,Academic year,Regional,E92000001,England,E12000008,South East,60-70%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,372,2533,124928.5,49.3,2449,96.7,1311,51.8,1789,70.6,1003,39.6,11002.78,4.34,504,19.9,699,27.6,2367,189.516,0.08,0.02,0.14
202223,Academic year,Regional,E92000001,England,E12000008,South East,60-70%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,670,10027,490588.88,48.9,9701,96.7,5102,50.9,7058,70.4,3962,39.5,43189.05,4.31,1956,19.5,2697,26.9,9385,565.59,0.06,0.03,0.09
202223,Academic year,Regional,E92000001,England,E12000008,South East,60-70%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,614,7494,365660.38,48.8,7252,96.8,3791,50.6,5269,70.3,2959,39.5,32186.27,4.29,1452,19.4,1998,26.7,7018,376.074,0.05,0.02,0.09
202223,Academic year,Regional,E92000001,England,E12000008,South East,70-80%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,358,2496,124110.25,49.7,2417,96.8,1299,52,1844,73.9,1048,42,11004.16,4.41,511,20.5,713,28.6,2353,313.855,0.13,0.08,0.19
202223,Academic year,Regional,E92000001,England,E12000008,South East,70-80%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,654,10367,519399.38,50.1,10050,96.9,5496,53,7627,73.6,4323,41.7,46052.42,4.44,2120,20.4,2955,28.5,9788,1099.324,0.11,0.08,0.14
202223,Academic year,Regional,E92000001,England,E12000008,South East,70-80%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,594,7871,395289.13,50.2,7633,97,4197,53.3,5783,73.5,3275,41.6,35048.26,4.45,1609,20.4,2242,28.5,7435,785.469,0.11,0.07,0.14
202223,Academic year,Regional,E92000001,England,E12000008,South East,80-90%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,385,3329,171855.25,51.6,3216,96.6,1889,56.7,2551,76.6,1421,42.7,15225.27,4.57,733,22,1026,30.8,3138,660.032,0.21,0.16,0.26
202223,Academic year,Regional,E92000001,England,E12000008,South East,80-90%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,656,11511,603239.63,52.4,11196,97.3,6649,57.8,8872,77.1,5035,43.7,53593.67,4.66,2693,23.4,3674,31.9,10802,2559.429,0.24,0.21,0.26
202223,Academic year,Regional,E92000001,England,E12000008,South East,80-90%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,596,8182,431384.38,52.7,7980,97.5,4760,58.2,6321,77.3,3614,44.2,38368.4,4.69,1960,24,2648,32.4,7664,1899.397,0.25,0.22,0.28
202223,Academic year,Regional,E92000001,England,E12000008,South East,90-100%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,349,3144,172269.02,54.8,3063,97.4,1926,61.3,2528,80.4,1499,47.7,15431.15,4.91,848,27,1132,36,2894,1072.952,0.37,0.32,0.42
202223,Academic year,Regional,E92000001,England,E12000008,South East,90-100%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,589,13298,750860.17,56.5,12997,97.7,8683,65.3,10978,82.6,6791,51.1,67802.64,5.1,4036,30.4,5215,39.2,12230,5280.117,0.43,0.41,0.46
202223,Academic year,Regional,E92000001,England,E12000008,South East,90-100%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,530,10154,578591.15,57,9934,97.8,6757,66.5,8450,83.2,5292,52.1,52371.49,5.16,3188,31.4,4083,40.2,9336,4207.165,0.45,0.42,0.48
202223,Academic year,Regional,E92000001,England,E12000008,South East,Total,Rural,4 Rural - Town and fringe,Pupil residency,State-funded schools (LA),Provisional,596,9837,475051.51,48.3,9480,96.4,4819,49,6858,69.7,3692,37.5,41662.17,4.24,1837,18.7,2555,26,9339,538.342,0.06,0.03,0.09
202223,Academic year,Regional,E92000001,England,E12000008,South East,Total,Rural,5 Rural - Village,Pupil residency,State-funded schools (LA),Provisional,492,5232,260928.63,49.9,5075,97,2759,52.7,3800,72.6,2161,41.3,23043.15,4.4,1063,20.3,1493,28.5,4881,606.122,0.12,0.08,0.16
202223,Academic year,Regional,E92000001,England,E12000008,South East,Total,Rural,6 Rural - Hamlet and isolated dwellings,Pupil residency,State-funded schools (LA),Provisional,442,3150,158746.01,50.4,3031,96.2,1700,54,2282,72.4,1414,44.9,14156.62,4.49,730,23.2,978,31,2873,356.662,0.12,0.07,0.18
202223,Academic year,Regional,E92000001,England,E12000008,South East,Total,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,696,18219,894726.15,49.1,17586,96.5,9278,50.9,12940,71,7267,39.9,78861.94,4.33,3630,19.9,5026,27.6,17093,1501.126,0.09,0.07,0.11
202223,Academic year,Regional,E92000001,England,E12000008,South East,Total,Total,Total,Pupil residency,State-funded schools (LA),Provisional,937,96185,4544830.08,47.3,92459,96.1,45637,47.4,64531,67.1,36599,38.1,399756.46,4.16,17680,18.4,24442,25.4,90069,-2146.223,-0.02,-0.03,-0.01
202223,Academic year,Regional,E92000001,England,E12000008,South East,Total,Urban,1 Urban - Major conurbation,Pupil residency,State-funded schools (LA),Provisional,274,8639,433249.5,50.2,8333,96.5,4626,53.5,6204,71.8,3425,39.6,38312.28,4.43,1866,21.6,2468,28.6,8124,1362.18,0.17,0.14,0.2
202223,Academic year,Regional,E92000001,England,E12000008,South East,Total,Urban,3 Urban - City and town,Pupil residency,State-funded schools (LA),Provisional,815,69327,3216854.43,46.4,66540,96,31733,45.8,45387,65.5,25907,37.4,282582.24,4.08,12184,17.6,16948,24.4,64852,-5009.529,-0.08,-0.09,-0.07
202223,Academic year,Regional,E92000001,England,E12000008,South East,Total,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,896,77966,3650103.93,46.8,74873,96,36359,46.6,51591,66.2,29332,37.6,320894.52,4.12,14050,18,19416,24.9,72976,-3647.349,-0.05,-0.06,-0.04
202223,Academic year,Regional,E92000001,England,E12000008,South East,Unknown,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,308,1540,72283.25,46.9,1493,96.9,703,45.6,1020,66.2,545,35.4,6308.33,4.1,266,17.3,362,23.5,1427,9.914,0.01,-0.07,0.08
202223,Academic year,Regional,E92000001,England,E12000008,South East,Unknown,Total,Total,Pupil residency,State-funded schools (LA),Provisional,560,5961,277908.88,46.6,5744,96.4,2682,45,3872,65,2137,35.8,24335.98,4.08,1030,17.3,1406,23.6,5460,-134.906,-0.02,-0.06,0.01
202223,Academic year,Regional,E92000001,England,E12000008,South East,Unknown,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,510,4421,205625.63,46.5,4251,96.2,1979,44.8,2852,64.5,1592,36,18027.65,4.08,764,17.3,1044,23.6,4033,-144.82,-0.04,-0.08,0.01
202223,Academic year,Regional,E92000001,England,E12000009,South West,0-10%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,26,112,4274,38.2,104,92.9,28,25,50,44.6,16,14.3,351.38,3.14,4,3.6,9,8,107,-56.911,-0.53,-0.8,-0.26
202223,Academic year,Regional,E92000001,England,E12000009,South West,0-10%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,265,3485,127567.5,36.6,3227,92.6,943,27.1,1619,46.5,743,21.3,10696.07,3.07,222,6.4,361,10.4,3288,-1576.312,-0.48,-0.53,-0.43
202223,Academic year,Regional,E92000001,England,E12000009,South West,0-10%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,258,3373,123293.5,36.6,3123,92.6,915,27.1,1569,46.5,727,21.6,10344.69,3.07,218,6.5,352,10.4,3181,-1519.401,-0.48,-0.53,-0.43
202223,Academic year,Regional,E92000001,England,E12000009,South West,10-20%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,65,445,17307.5,38.9,423,95.1,128,28.8,223,50.1,102,22.9,1453.28,3.27,29,6.5,47,10.6,429,-187.475,-0.44,-0.57,-0.3
202223,Academic year,Regional,E92000001,England,E12000009,South West,10-20%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,296,3712,144918.38,39,3495,94.2,1130,30.4,1890,50.9,870,23.4,12213.88,3.29,286,7.7,451,12.1,3529,-1250.482,-0.35,-0.4,-0.31
