time_period,time_identifier,geographic_level,country_code,country_name,version,establishment_type,breakdown,gender,prior_attainment,admission_type,religious_denomination,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp,t_p8eng,avg_p8eng,p8eng_ci_low,p8eng_ci_upp,t_p8mat,avg_p8mat,p8mat_ci_low,p8mat_ci_upp,t_p8ebac,avg_p8ebac,p8ebac_ci_low,p8ebac_ci_upp,t_p8open,avg_p8open,p8open_ci_low,p8open_ci_upp,t_entry_1,pt_entry_1,t_anypass,pt_anypass,t_ebaceng_e,pt_ebaceng_e,t_ebacmat_e,pt_ebacmat_e,t_ebac2sci_e,pt_ebac2sci_e,t_ebachum_e,pt_ebachum_e,t_ebaclan_e,pt_ebaclan_e,t_ebaceng_95,pt_ebaceng_95,t_ebacmat_95,pt_ebacmat_95,t_ebac2sci_95,pt_ebac2sci_95,t_ebachum_95,pt_ebachum_95,t_ebaclan_95,pt_ebaclan_95,t_ebaceng_94,pt_ebaceng_94,t_ebacmat_94,pt_ebacmat_94,t_ebac2sci_94,pt_ebac2sci_94,t_ebachum_94,pt_ebachum_94,t_ebaclan_94,pt_ebaclan_94,t_ebptseng_ll,avg_ebptseng_ll,t_ebptsmat,avg_ebptsmat,t_ebptssci,avg_ebptssci,t_ebptshum,avg_ebptshum,t_ebptslan,avg_ebptslan,t_att8_eng,avg_att8_eng,t_att8_mat,avg_att8_mat,t_att8_ebac,avg_att8_ebac,t_att8_open,avg_att8_open,t_att8_open_g,avg_att8_open_g,t_att8_open_ng,avg_att8_open_ng,t_ebac_fill,avg_ebac_fill,t_open_fill,avg_open_fill,t_ebaccsubjent_0,pt_ebaccsubjent_0,t_ebaccsubjent_1,pt_ebaccsubjent_1,t_ebaccsubjent_2,pt_ebaccsubjent_2,t_ebaccsubjent_3,pt_ebaccsubjent_3,t_ebaccsubjent_4,pt_ebaccsubjent_4,t_ent_comb_sci,pt_ent_comb_sci,t_eballsci_ptq_ee,pt_eballsci_ptq_ee,t_triplesci_e,pt_triplesci_e,t_ent_hist_geog,pt_ent_hist_geog,t_multilan_e,pt_multilan_e,t_entered_art,pt_entered_art,t_entered_music_qual,pt_entered_music_qual,t_entered_arts_qual,pt_entered_arts_qual
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Religious denomination,Girls,Total,Total,Other Christian faith,55,4546,240559.05,52.9,4480,98.5,2358,51.9,3273,72,2450,53.9,1277,28.1,1730,38.1,21361.69,4.7,4239,1394.325,0.33,0.29,0.37,1859.775,0.44,0.39,0.49,60.81,0.01,-0.03,0.06,1123.676,0.27,0.22,0.31,2147.531,0.51,0.46,0.55,4506,99.1,4499,99,4458,98.1,4483,98.6,4464,98.2,3879,85.3,2789,61.4,3288,72.3,2493,54.8,2461,55.1,2267,58.4,1746,62.6,3867,85.1,3374,74.2,3183,71.3,2686,69.2,2145,76.9,25817,5.68,22091.88,4.86,22967.54,5.05,19629,4.32,14696.52,3.23,51725,11.4,44183.76,9.7,69290.41,15.2,75359.88,16.6,63249.88,13.9,12110,2.7,13070,2.9,13194,2.9,53,1.2,23,0.5,20,0.4,240,5.3,1760,38.7,3190,70.2,1274,28,1274,28,558,12.3,256,5.6,2571,56.6,425,9.3,2829,62.2
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Religious denomination,Girls,Total,Total,Roman catholic,284,26062,1346999.81,51.7,25821,99.1,12852,49.3,18783,72.1,12919,49.6,5868,22.5,8593,33,117567.78,4.51,24734,8510.516,0.34,0.33,0.36,13014.155,0.53,0.51,0.55,-56.155,0,-0.02,0.01,5585.969,0.23,0.21,0.24,13752.17,0.56,0.54,0.57,25923,99.5,25894,99.4,25638,98.4,25846,99.2,25609,98.3,21747,83.4,15195,58.3,19401,74.4,13509,51.8,12823,50.1,12474,57.4,9232,60.8,22736,87.2,19289,74,17766,69.4,15267,70.2,11537,75.9,147206,5.65,122298.88,4.69,124017,4.76,108320,4.16,79551.27,3.05,294995,11.3,244597.76,9.4,381570.17,14.6,425836.88,16.3,379592.13,14.6,46244.75,1.8,74942,2.9,76332,2.9,180,0.7,114,0.4,193,0.7,1684,6.5,10972,42.1,19274,74,6335,24.3,6333,24.3,2289,8.8,1093,4.2,13009,49.9,2001,7.7,14304,54.9
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Religious denomination,Girls,Total,Total,Sikh,3,158,8987.25,56.9,158,100,100,63.3,128,81,133,84.2,61,38.6,92,58.2,848.2,5.37,147,141.52,0.96,0.76,1.17,137.41,0.93,0.68,1.18,118.63,0.81,0.59,1.03,164.171,1.12,0.87,1.36,136.863,0.93,0.69,1.18,158,100,158,100,158,100,158,100,158,100,140,88.6,148,93.7,129,81.6,109,69,89,56.3,88,62.9,107,72.3,144,91.1,132,83.5,130,82.3,108,77.1,123,83.1,941,5.96,852,5.39,841,5.32,751,4.75,862.75,5.46,1882,11.9,1704,10.8,2694.75,17.1,2706.5,17.1,2468.5,15.6,238,1.5,469,3,473,3,0,0,0,0,0,0,3,1.9,22,13.9,105,66.5,53,33.5,53,33.5,0,0,13,8.2,61,38.6,10,6.3,61,38.6
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Admission type,Girls,Total,non-selective schools in highly selective areas,Total,200,16442,736248.68,44.8,16241,98.8,5792,35.2,10114,61.5,5851,35.6,1788,10.9,3117,19,61655.72,3.75,15687,1610.68,0.1,0.08,0.12,4281.795,0.27,0.25,0.3,-2131.835,-0.14,-0.16,-0.11,-1210.135,-0.08,-0.1,-0.05,4859.621,0.31,0.29,0.33,16328,99.3,16299,99.1,16099,97.9,16257,98.9,16082,97.8,13507,82.1,7101,43.2,10280,62.5,6359,38.7,5769,35.9,5525,40.9,3265,46,13088,79.6,10614,64.6,9207,57.3,7494,55.5,4583,64.5,82345,5.01,66644,4.05,67123.5,4.08,54995,3.34,31701.68,1.93,165108,10,133288,8.1,200792.18,12.2,237060.5,14.4,176574.25,10.7,60486.25,3.7,46564,2.8,47469,2.9,157,1,69,0.4,193,1.2,1352,8.2,8820,53.6,12904,78.5,3179,19.3,3137,19.1,1000,6.1,300,1.8,9189,55.9,1260,7.7,10834,65.9
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Admission type,Girls,Total,non-selective schools in other areas,Total,2726,233967,11525661.56,49.3,231204,98.8,106761,45.6,159774,68.3,106165,45.4,46276,19.8,68360,29.2,1002924.19,4.29,222022,52811.27,0.24,0.23,0.24,91192.455,0.41,0.4,0.42,-3988.36,-0.02,-0.02,-0.01,32821.578,0.15,0.14,0.15,81243.38,0.37,0.36,0.37,232463,99.4,232086,99.2,229563,98.1,231554,99,228515,97.7,194889,83.3,124639,53.3,162360,69.4,113988,48.7,107502,47,102622,52.7,71319,57.2,195365,83.5,165602,70.8,151352,66.2,127260,65.3,91424,73.4,1266364.28,5.41,1058561.3,4.52,1074455,4.59,919535,3.93,624180.79,2.67,2537939.56,10.8,2117122.6,9,3266312.97,14,3604286.43,15.4,2977298.68,12.7,626987.75,2.7,668816,2.9,677492,2.9,2008,0.9,1145,0.5,2107,0.9,17192,7.3,105350,45,170085,72.7,58442,25,58365,24.9,18636,8,7661,3.3,132923,56.8,19485,8.3,148465,63.5
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Admission type,Girls,Total,selective schools,Total,105,12068,878130.91,72.8,12052,99.9,11393,94.4,11972,99.2,10080,83.5,8349,69.2,9413,78,83431.65,6.91,11035,7719.715,0.7,0.68,0.72,8489.27,0.77,0.74,0.8,3803.715,0.34,0.32,0.37,8525.947,0.77,0.74,0.8,8870.882,0.8,0.78,0.83,12060,99.9,12059,99.9,12029,99.7,12058,99.9,11974,99.2,10973,90.9,11054,91.6,11863,98.3,11501,95.3,11333,94.6,10426,95,9497,85.9,12000,99.4,12004,99.5,11847,98.9,10777,98.2,10412,94.2,89516,7.42,84579.43,7.01,87339.04,7.24,79861,6.62,71958.02,5.96,179140,14.8,169190.78,14,267620.53,22.2,262179.6,21.7,259986.35,21.5,2193.25,0.2,36069,3,36035,3,9,0.1,13,0.1,18,0.1,153,1.3,1795,14.9,2287,19,9687,80.3,9685,80.3,2078,17.2,1715,14.2,6817,56.5,1406,11.7,6836,56.6
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Total,Girls,Total,Total,Total,3047,263000,13150135.15,50,259903,98.8,123991,47.1,181990,69.2,122104,46.4,56417,21.5,80895,30.8,1148764.28,4.37,249193,61272.286,0.25,0.24,0.25,103098.395,0.41,0.41,0.42,-2930.625,-0.01,-0.02,-0.01,39148.282,0.16,0.15,0.16,93912.168,0.38,0.37,0.38,261285,99.3,260872,99.2,257958,98.1,260284,99,256851,97.7,219560,83.5,142823,54.3,184588,70.2,131923,50.2,124633,48.5,118591,54,84090,58.9,220606,83.9,188387,71.6,172471,67.1,145563,66.3,106434,74.5,1439265.28,5.47,1211032.73,4.6,1229763.54,4.68,1054820,4.01,727947.49,2.77,2884693.56,11,2422097.38,9.2,3737082.68,14.2,4106261.53,15.6,3415379.28,13,690882.25,2.6,752244,2.9,761743,2.9,2281,0.9,1304,0.5,2397,0.9,18798,7.1,116116,44.2,185545,70.5,71319,27.1,71198,27.1,21715,8.3,9676,3.7,149034,56.7,22152,8.4,166250,63.2
201819,Academic year,National,E92000001,England,Final,All state-funded special schools,Total,Girls,Total,Total,Total,636,2930,4917.25,1.7,239,8.2,7,0.2,23,0.8,0,0,0,0,0,0,260.35,0.09,2717,-4595.223,-1.69,-1.74,-1.64,-5187.54,-1.91,-1.97,-1.85,-3338.94,-1.23,-1.28,-1.18,-4319.143,-1.59,-1.65,-1.53,-5314.376,-1.96,-2.01,-1.9,651,22.2,625,21.3,124,4.2,334,11.4,120,4.1,46,1.6,5,0.2,16,0.5,12,0.4,11,9.2,3,6.5,3,60,31,1.1,38,1.3,18,15,4,8.7,3,60,351,0.12,543,0.19,276.5,0.09,96,0.03,19,0.01,1181,0.4,1086,0.4,890,0.3,1760.25,0.6,1553,0.5,207.25,0.1,383,0.1,664,0.2,2542,86.8,229,7.8,97,3.3,42,1.4,20,0.7,120,4.1,0,0,0,0,3,0.1,0,0,383,13.1,8,0.3,402,13.7
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Religious denomination by prior attainment,Boys,Low prior,Total,Church of England,169,1486,34301,23.1,1423,95.8,30,2,131,8.8,109,7.3,5,0.3,8,0.5,2661.92,1.79,1486,-163.939,-0.11,-0.18,-0.05,-348.245,-0.23,-0.31,-0.16,82.59,0.06,-0.01,0.13,-39.135,-0.03,-0.1,0.05,-330.089,-0.22,-0.3,-0.15,1449,97.5,1427,96,1371,92.3,1430,96.2,1357,91.3,931,62.7,178,12,133,9,60,4,59,4.3,49,5.3,42,23.6,362,24.4,206,13.9,169,12.5,117,12.6,48,27,3881,2.61,2978,2,3345,2.25,1857,1.25,566,0.38,7850,5.3,5956,4,9126,6.1,11369,7.7,7881,5.3,3488,2.3,3614,2.4,3803,2.6,48,3.2,22,1.5,77,5.2,374,25.2,856,57.6,1309,88.1,48,3.2,47,3.2,55,3.7,10,0.7,596,40.1,83,5.6,727,48.9
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Religious denomination by prior attainment,Boys,Low prior,Total,Hindu,1,2,51,25.5,2,100,0,0,0,0,1,50,0,0,0,0,4.5,2.25,2,-0.54,-0.27,-2.05,1.51,-0.665,-0.33,-2.48,1.81,1.265,0.63,-1.26,2.53,-0.523,-0.26,-2.38,1.85,-1.677,-0.84,-2.93,1.26,2,100,2,100,2,100,2,100,2,100,2,100,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,3,5,2.5,3,1.5,2,1,12,6,12,6,13,6.5,14,7,14,7,0,0,6,3,6,3,0,0,0,0,0,0,0,0,1,50,2,100,0,0,0,0,0,0,0,0,1,50,0,0,1,50
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Religious denomination by prior attainment,Boys,Low prior,Total,Jewish,8,39,944.5,24.2,28,71.8,3,7.7,10,25.6,2,5.1,0,0,0,0,78.17,2,39,1.065,0.03,-0.38,0.43,-7.96,-0.2,-0.69,0.28,27.84,0.71,0.29,1.14,10.049,0.26,-0.22,0.74,-19.739,-0.51,-0.98,-0.03,33,84.6,33,84.6,25,64.1,31,79.5,29,74.4,13,33.3,3,7.7,7,17.9,10,25.6,8,27.6,3,23.1,1,33.3,14,35.9,13,33.3,10,34.5,5,38.5,2,66.7,99,2.54,102,2.62,107.5,2.76,41,1.05,12,0.31,207,5.3,204,5.2,271,6.9,262.5,6.7,242,6.2,20.5,0.5,73,1.9,73,1.9,8,20.5,2,5.1,3,7.7,13,33.3,11,28.2,28,71.8,1,2.6,1,2.6,1,2.6,0,0,6,15.4,0,0,8,20.5
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Religious denomination by prior attainment,Boys,Low prior,Total,Muslim,6,27,925.25,34.3,27,100,5,18.5,10,37,16,59.3,0,0,0,0,75.01,2.78,27,24.456,0.91,0.42,1.39,27.27,1.01,0.43,1.59,28.195,1.04,0.53,1.56,21.36,0.79,0.22,1.37,23.191,0.86,0.29,1.43,27,100,27,100,27,100,27,100,27,100,23,85.2,19,70.4,14,51.9,5,18.5,3,11.1,1,4.3,0,0,18,66.7,10,37,11,40.7,3,13,0,0,108,4,84,3.11,79,2.93,59,2.19,41,1.52,216,8,168,6.2,239,8.9,302.25,11.2,245,9.1,57.25,2.1,76,2.8,74,2.7,0,0,0,0,0,0,1,3.7,10,37,27,100,0,0,0,0,3,11.1,1,3.7,8,29.6,0,0,13,48.1
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Religious denomination by prior attainment,Boys,Low prior,Total,No religious character,2349,23319,529836.76,22.7,22217,95.3,487,2.1,2060,8.8,1839,7.9,60,0.3,157,0.7,41252.04,1.77,23319,-3374.672,-0.14,-0.16,-0.13,-6572.075,-0.28,-0.3,-0.26,1307.01,0.06,0.04,0.07,-1689.569,-0.07,-0.09,-0.05,-6048.124,-0.26,-0.28,-0.24,22721,97.4,22439,96.2,21558,92.4,22382,96,21440,91.9,14966,64.2,2778,11.9,2042,8.8,1032,4.4,877,4.1,736,4.9,717,25.8,5351,22.9,3403,14.6,2489,11.6,1645,11,910,32.8,59843,2.57,46708,2,51510.5,2.21,28765,1.23,9167.51,0.39,120835,5.2,93416,4,139885.01,6,175700.75,7.5,108384,4.6,67316.75,2.9,56243,2.4,58387,2.5,799,3.4,427,1.8,899,3.9,5716,24.5,13639,58.5,20710,88.8,731,3.1,703,3,1134,4.9,179,0.8,9286,39.8,1452,6.2,12334,52.9
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Religious denomination by prior attainment,Boys,Low prior,Total,Other Christian faith,50,468,11090.25,23.7,437,93.4,10,2.1,42,9,44,9.4,1,0.2,4,0.9,858.65,1.83,468,-31.639,-0.07,-0.18,0.05,-99.9,-0.21,-0.35,-0.07,6.845,0.01,-0.11,0.14,-1.361,0,-0.14,0.14,-42.037,-0.09,-0.23,0.05,448,95.7,444,94.9,431,92.1,440,94,434,92.7,319,68.2,56,12,50,10.7,19,4.1,20,4.6,25,7.8,17,30.4,128,27.4,56,12,55,12.7,37,11.6,22,39.3,1247,2.66,928,1.98,1072.5,2.29,639,1.37,193,0.41,2511,5.4,1856,4,2931,6.3,3792.25,8.1,2227.5,4.8,1564.75,3.3,1142,2.4,1187,2.5,24,5.1,9,1.9,7,1.5,99,21.2,285,60.9,428,91.5,6,1.3,6,1.3,44,9.4,7,1.5,155,33.1,24,5.1,203,43.4
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Religious denomination by prior attainment,Boys,Low prior,Total,Roman catholic,268,2102,50495.39,24,2011,95.7,51,2.4,225,10.7,209,9.9,10,0.5,26,1.2,3947.57,1.88,2102,-35.42,-0.02,-0.07,0.04,-215.27,-0.1,-0.17,-0.04,233.93,0.11,0.05,0.17,95.043,0.05,-0.02,0.11,-225.491,-0.11,-0.17,-0.04,2052,97.6,2035,96.8,1967,93.6,2022,96.2,1935,92.1,1264,60.1,327,15.6,226,10.8,97,4.6,91,4.7,71,5.6,122,37.3,572,27.2,346,16.5,272,14.1,179,14.2,144,44,5793,2.76,4327,2.06,4797,2.28,2688,1.28,1282.64,0.61,11661,5.5,8654,4.1,13368.64,6.4,16811.75,8,11809.5,5.6,5002.25,2.4,5122,2.4,5501,2.6,66,3.1,42,2,70,3.3,572,27.2,1143,54.4,1887,89.8,48,2.3,48,2.3,83,3.9,30,1.4,697,33.2,99,4.7,927,44.1
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Religious denomination by prior attainment,Boys,Low prior,Total,Sikh,3,16,464.25,29,16,100,0,0,3,18.8,10,62.5,0,0,0,0,42.82,2.68,16,5.092,0.32,-0.31,0.95,0.08,0.01,-0.75,0.76,12.885,0.81,0.14,1.47,11.993,0.75,0,1.5,-3.666,-0.23,-0.97,0.51,16,100,16,100,16,100,16,100,16,100,14,87.5,12,75,2,12.5,2,12.5,1,6.3,0,0,3,25,5,31.3,7,43.8,3,18.8,4,28.6,3,25,49,3.06,47,2.94,46.5,2.91,28,1.75,40,2.5,98,6.1,94,5.9,142.5,8.9,129.75,8.1,117.5,7.3,12.25,0.8,47,2.9,45,2.8,0,0,0,0,0,0,0,0,6,37.5,16,100,0,0,0,0,0,0,1,6.3,4,25,1,6.3,4,25
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Admission type by prior attainment,Boys,Low prior,non-selective schools in highly selective areas,Total,194,2143,47937.51,22.4,2055,95.9,34,1.6,152,7.1,118,5.5,1,0,5,0.2,3637.75,1.7,2143,-387.941,-0.18,-0.24,-0.13,-757.06,-0.35,-0.42,-0.29,-48.665,-0.02,-0.08,0.04,-336.312,-0.16,-0.22,-0.09,-419.338,-0.2,-0.26,-0.13,2099,97.9,2073,96.7,1990,92.9,2063,96.3,1999,93.3,1419,66.2,184,8.6,156,7.3,77,3.6,68,3.4,56,3.9,51,27.7,435,20.3,262,12.2,199,10,124,8.7,58,31.5,5348,2.5,4127,1.93,4612,2.15,2550,1.19,577.26,0.27,10808,5,8254,3.9,12310.26,5.7,16565.25,7.7,8972.5,4.2,7592.75,3.5,5164,2.4,5451,2.5,71,3.3,29,1.4,80,3.7,504,23.5,1341,62.6,1920,89.6,79,3.7,76,3.5,98,4.6,6,0.3,811,37.8,154,7.2,1157,54
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Admission type by prior attainment,Boys,Low prior,non-selective schools in other areas,Total,2658,25314,580110.89,22.9,24104,95.2,552,2.2,2328,9.2,2112,8.3,75,0.3,190,0.8,45277.6,1.79,25314,-3188.436,-0.13,-0.14,-0.11,-6458,-0.26,-0.27,-0.24,1746.525,0.07,0.05,0.09,-1258.364,-0.05,-0.07,-0.03,-6227.694,-0.25,-0.26,-0.23,24647,97.4,24348,96.2,23406,92.5,24285,95.9,23239,91.8,16112,63.6,3190,12.6,2318,9.2,1147,4.5,990,4.3,828,5.1,851,26.7,6014,23.8,3778,14.9,2809,12.1,1865,11.6,1071,33.6,65674,2.59,51046,2.02,56343,2.23,31525,1.25,10726.89,0.42,132573,5.2,102092,4,153644.89,6.1,191801,7.6,121932,4.8,69869,2.8,61154,2.4,63622,2.5,874,3.5,473,1.9,975,3.9,6271,24.8,14609,57.7,22486,88.8,754,3,728,2.9,1222,4.8,222,0.9,9942,39.3,1505,5.9,13060,51.6
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Admission type by prior attainment,Boys,Low prior,selective schools,Total,2,2,60,30,2,100,0,0,1,50,0,0,0,0,0,0,5.33,2.67,2,0.78,0.39,-1.39,2.17,-1.705,-0.85,-3,1.29,2.7,1.35,-0.54,3.24,2.533,1.27,-0.85,3.38,-0.6,-0.3,-2.4,1.8,2,100,2,100,1,50,2,100,2,100,1,50,0,0,0,0,1,50,1,50,1,100,0,0,1,50,1,50,1,50,1,100,0,0,4,2,7,3.5,8,4,5,2.5,0,0,9,4.5,14,7,21,10.5,16,8,16,8,0,0,5,2.5,3,1.5,0,0,0,0,1,50,0,0,1,50,1,50,1,50,1,50,0,0,0,0,0,0,0,0,0,0
201819,Academic year,National,E92000001,England,Final,State-funded mainstream,Prior attainment,Boys,Low prior,Total,Total,2869,27557,628633.65,22.8,26219,95.1,586,2.1,2482,9,2231,8.1,76,0.3,195,0.7,48960.39,1.78,27557,-3749.321,-0.14,-0.15,-0.12,-7426.135,-0.27,-0.29,-0.25,1593.175,0.06,0.04,0.07,-1741.096,-0.06,-0.08,-0.05,-6866.545,-0.25,-0.27,-0.23,26814,97.3,26476,96.1,25412,92.2,26413,95.8,25271,91.7,17545,63.7,3375,12.2,2475,9,1226,4.4,1060,4.2,886,5,902,26.7,6455,23.4,4042,14.7,3010,11.9,1991,11.3,1129,33.5,71062,2.58,55252,2.01,61016.5,2.21,34102,1.24,11305.15,0.41,143511,5.2,110504,4,166109.15,6,208509.5,7.6,130975.5,4.8,77534,2.8,66385,2.4,69124,2.5,980,3.6,527,1.9,1079,3.9,6784,24.6,15956,57.9,24436,88.7,836,3,807,2.9,1320,4.8,228,0.8,10761,39,1659,6,14227,51.6
201819,Academic year,National,E92000001,England,Final,All state-funded special schools,Prior attainment,Boys,Low prior,Total,Total,738,6024,10654.25,1.8,670,11.1,7,0.1,24,0.4,0,0,0,0,0,0,627.31,0.1,6024,-9582.816,-1.59,-1.62,-1.56,-11183.175,-1.86,-1.9,-1.82,-6356.395,-1.06,-1.09,-1.02,-8799.297,-1.46,-1.5,-1.42,-11451.295,-1.9,-1.94,-1.86,1503,25,1401,23.3,246,4.1,993,16.5,347,5.8,122,2,4,0.1,19,0.3,19,0.3,9,2.6,7,5.7,1,25,38,0.6,62,1,26,7.5,15,12.3,1,25,575,0.1,1494,0.25,729.5,0.12,224,0.04,10,0,2196,0.4,2988,0.5,2221,0.4,3249.25,0.5,2660,0.4,589.25,0.1,1024,0.2,1363,0.2,4927,81.8,674,11.2,265,4.4,124,2.1,34,0.6,345,5.7,2,0,2,0,11,0.2,0,0,631,10.5,34,0.6,676,11.2
201819,Academic year,National,E92000001,England,Final,Studio schools,Prior attainment,Boys,Low prior,Total,Total,24,86,1881.5,21.9,82,95.3,4,4.7,11,12.8,1,1.2,0,0,1,1.2,128.01,1.49,86,-22.836,-0.27,-0.54,0.01,-45.415,-0.53,-0.85,-0.2,1.675,0.02,-0.27,0.31,-28.13,-0.33,-0.65,0,-18.848,-0.22,-0.54,0.1,85,98.8,82,95.3,78,90.7,83,96.5,70,81.4,24,27.9,5,5.8,7,8.1,4,4.7,4,5.7,1,4.2,4,80,18,20.9,13,15.1,5,7.1,4,16.7,4,80,200,2.33,172,2,157,1.83,51,0.59,31,0.36,410,4.8,344,4,460,5.3,667.5,7.8,263,3.1,404.5,4.7,186,2.2,192,2.2,2,2.3,3,3.5,12,14,44,51.2,24,27.9,47,54.7,23,26.7,23,26.7,0,0,1,1.2,19,22.1,5,5.8,36,41.9
201819,Academic year,National,E92000001,England,Final,University technical colleges (UTCs),Prior attainment,Boys,Low prior,Total,Total,46,270,5532.25,20.5,261,96.7,2,0.7,16,5.9,1,0.4,0,0,0,0,420.68,1.56,270,-107.606,-0.4,-0.55,-0.25,-161.835,-0.6,-0.78,-0.41,47.585,0.18,0.01,0.34,-63.244,-0.23,-0.42,-0.05,-219.282,-0.81,-0.99,-0.63,264,97.8,259,95.9,218,80.7,262,97,248,91.9,75,27.8,6,2.2,7,2.6,13,4.8,10,4,2,2.7,2,33.3,33,12.2,39,14.4,30,12.1,4,5.3,3,50,587,2.17,582,2.16,607.5,2.25,117,0.43,23,0.09,1249,4.6,1164,4.3,1506,5.6,1613.25,6,658,2.4,955.25,3.5,616,2.3,591,2.2,7,2.6,9,3.3,28,10.4,161,59.6,64,23.7,190,70.4,58,21.5,41,15.2,0,0,1,0.4,26,9.6,3,1.1,36,13.3
201819,Academic year,National,E92000001,England,Final,Academies and free schools,Prior attainment,Boys,Mid prior,Total,Total,2171,82272,3111316.19,37.8,81209,98.7,16368,19.9,40860,49.7,20100,24.4,2175,2.6,5759,7,259347.58,3.15,82272,-19209.637,-0.23,-0.24,-0.22,-33662.255,-0.41,-0.42,-0.4,1065.725,0.01,0,0.02,-12758.818,-0.16,-0.17,-0.14,-30798.966,-0.37,-0.38,-0.36,81596,99.2,81389,98.9,80349,97.7,81332,98.9,79962,97.2,66857,81.3,23764,28.9,31965,38.9,24054,29.2,19360,24.2,17077,25.5,5658,23.8,51992,63.2,50665,61.6,39089,48.9,27784,41.6,9543,40.2,332941,4.05,312486.75,3.8,302381,3.68,222981,2.71,82917.56,1.01,667681,8.1,624973.5,7.6,871887.93,10.6,946773.76,11.5,666064.01,8.1,280709.75,3.4,230275,2.8,232292,2.8,849,1,571,0.7,936,1.1,9943,12.1,49873,60.6,70288,85.4,9674,11.8,9465,11.5,7378,9,791,1,29477,35.8,5283,6.4,39014,47.4
201819,Academic year,National,E92000001,England,Final,All independent schools,Prior attainment,Boys,Mid prior,Total,Total,17,47,675.5,14.4,26,55.3,0,0,3,6.4,2,4.3,0,0,0,0,49.16,1.05,47,-112.706,-2.4,-2.76,-2.03,-140.29,-2.98,-3.43,-2.54,-62.16,-1.32,-1.71,-0.93,-114.855,-2.44,-2.88,-2.01,-125.866,-2.68,-3.11,-2.25,38,80.9,38,80.9,11,23.4,34,72.3,16,34,7,14.9,5,10.6,3,6.4,7,14.9,3,18.8,1,14.3,1,20,5,10.6,14,29.8,7,43.8,1,14.3,3,60,41,0.87,106,2.26,54.5,1.16,17,0.36,22,0.47,123,2.6,212,4.5,147,3.1,193.5,4.1,155,3.3,38.5,0.8,42,0.9,54,1.1,14,29.8,12,25.5,12,25.5,5,10.6,3,6.4,12,25.5,4,8.5,4,8.5,0,0,0,0,20,42.6,0,0,23,48.9
201819,Academic year,National,E92000001,England,Final,All schools,Prior attainment,Boys,Mid prior,Total,Total,3638,116674,4264414.73,36.5,113367,97.2,22058,18.9,55462,47.5,26931,23.1,2876,2.5,7705,6.6,354997.78,3.04,116674,-41872.083,-0.36,-0.37,-0.35,-62982.815,-0.54,-0.55,-0.53,-10646.445,-0.09,-0.1,-0.08,-32132.386,-0.28,-0.28,-0.27,-60142.356,-0.52,-0.52,-0.51,114826,98.4,114301,98,110430,94.6,114001,97.7,110095,94.4,91053,78,32206,27.6,43409,37.2,32548,27.9,26358,23.9,23254,25.5,7735,24,70825,60.7,69086,59.2,53233,48.4,37826,41.5,13015,40.4,455156,3.9,431056.75,3.69,413903,3.55,303231,2.6,112731.72,0.97,916506,7.9,862113.5,7.4,1193385.09,10.2,1292410.14,11.1,922775.14,7.9,369635,3.2,316409,2.7,319506,2.7,3132,2.7,2553,2.2,2100,1.8,14163,12.1,68472,58.7,97172,83.3,12928,11.1,12718,10.9,9979,8.6,1093,0.9,40676,34.9,7267,6.2,53241,45.6
